sequence,frame,IoU
0,30,0.6392523364485981
0,31,0.6247479499932787
0,32,0.6967320261437908
0,33,0.565716917597355
0,34,0.5433382940469552
0,35,0.45060750922597487
0,36,0.4867368644939788
0,37,0.5770254773537447
0,38,0.8216216216216217
0,39,0.6635628687592585
0,40,0.7042600344742674
0,41,0.5670094998822328
0,42,0.7340631036703155
0,43,0.6438170013589009
0,44,0.8101780185758514
0,45,0.7715811965811966
0,46,0.30180878552971574
0,47,0.294595008421375
0,48,0.4505542904964942
0,49,0.7515475179026581
0,50,0.4235559964726631
0,51,0.759377211606511
0,52,0.7116018710221609
0,53,0.6711760184473482
0,54,0.6643565915892267
0,55,0.6576810908804288
0,56,0.5601327606403749
0,57,0.39799683711122824
0,58,0.5712886024142286
0,59,0.3578472619764959
1,30,0.3415485765759832
1,31,0.35009039388672347
1,32,0.31303772927621104
1,33,0.2904343018616977
1,34,0.2286754137226801
1,35,0.2031583164009518
1,36,0.21659604387092185
1,37,0.22092080978769116
1,38,0.20938649018587163
1,39,0.21518854070676835
1,40,0.21285796916968694
1,41,0.27227800776320527
1,42,0.3104224011794859
1,43,0.2623941026410491
1,44,0.2227659558454678
1,45,0.22458877488316156
1,46,0.0
1,47,0.0
1,48,0.23645776864922005
1,49,0.2089316920010459
1,50,0.20037672715469926
1,51,0.2290117158963543
1,52,0.22766910332464302
1,53,0.24605618235402732
1,54,0.21719885408649972
1,55,0.22162483730083793
1,56,0.2234830889003458
1,57,0.25231617193033207
1,58,0.25369433511703116
1,59,0.2350451897994427
1,60,0.21630259669734808
1,61,0.20686769156737328
1,62,0.23558409309151793
1,63,0.20421889932542614
1,64,0.23576831767017317
1,65,0.23093537141587483
1,66,0.21749815151411997
1,67,0.22840183402019998
1,68,0.20913733290466469
1,69,0.2054491030023695
1,70,0.2191706485840564
1,71,0.229541218573337
1,72,0.2298793201966939
1,73,0.22451525760560492
1,74,0.22112102939373696
2,30,0.6089103362101727
2,31,0.6308777429467085
2,32,0.595350052246604
2,33,0.7540136054421769
2,34,0.6439775164202737
2,35,0.6122869021819213
2,36,0.5460056807984996
2,37,0.5763021105306045
2,38,0.5384573635521637
2,39,0.52852329744238
2,40,0.0
2,41,0.40975208990996737
2,42,0.544718736354683
2,43,0.571881260943798
2,44,0.5512034832160483
2,45,0.589316665240865
2,46,0.5500986015635498
2,47,0.491617224320107
2,48,0.4658005905890113
2,49,0.49259327330480857
2,50,0.5978308442226791
2,51,0.5859614121512802
2,52,0.6169825072511321
2,53,0.5496753246419177
2,54,0.5328141183645583
2,55,0.6255991160119047
2,56,0.6506362161526462
2,57,0.6141138416207123
2,58,0.5887047024860558
2,59,0.6056271104446042
2,60,0.6813304992501796
2,61,0.6090681735721303
2,62,0.6369148528486004
2,63,0.5854628655517339
2,64,0.5323096595278519
2,65,0.6952195880295375
2,66,0.0
2,67,0.0
2,68,0.44497759600290854
2,69,0.0
2,70,0.0
2,71,0.0
2,72,0.0
2,73,0.0
2,74,0.0
2,75,0.5256206089409892
2,76,0.0
2,77,0.5871224616941713
2,78,0.48809958471490983
2,79,0.5238261251736549
2,80,0.486385791748781
2,81,0.5100264034872682
2,82,0.6035708336677896
2,83,0.6673665514692577
3,30,0.8208338550143984
3,31,0.7685856146001073
3,32,0.7970459081836327
3,33,0.825
3,34,0.7988095238095239
3,35,0.8246085718804365
3,36,0.7880784313725491
3,37,0.8011022044088176
3,38,0.8612474494016434
3,39,0.8779440770390997
3,40,0.7509416195856874
3,41,0.722482258795108
3,42,0.7052722558340536
3,43,0.7284023175923356
3,44,0.7741750593629739
3,45,0.7707142857142857
3,46,0.6580328423903843
3,47,0.7668897882938979
3,48,0.7890867798230935
3,49,0.7634836427939876
3,50,0.7785212812637121
3,51,0.749826728635821
3,52,0.6375108962147373
3,53,0.6252342805296266
3,54,0.6712572424347859
3,55,0.6445430053757711
3,56,0.7826027868510071
3,57,0.7125744047619048
3,58,0.7967320261437908
3,59,0.7819407275250273
3,60,0.8345375722543352
3,61,0.8301169590643275
3,62,0.8420542635658915
3,63,0.7657975099835564
3,64,0.7205830903790087
3,65,0.7883381924198251
3,66,0.678301056637823
3,67,0.0
3,68,0.6969376359254688
3,69,0.8647661163275369
3,70,0.6777493606138107
3,71,0.6378698224852071
3,72,0.7029818956336529
3,73,0.8090190441969098
3,74,0.7016718913270638
3,75,0.7310344827586207
3,76,0.7466529351184346
3,77,0.6082513201714048
3,78,0.6089844881444589
3,79,0.0
3,80,0.7129272680544847
3,81,0.6856023506366308
3,82,0.6948944526264114
3,83,0.5716675962074735
3,84,0.7468487394957983
4,30,0.7522713506965475
4,31,0.6103792415169661
4,32,0.6729910714285714
4,33,0.6844437767595584
4,34,0.6777408637873754
4,35,0.7375827814569537
4,36,0.7150906418422343
4,37,0.7011289364230541
4,38,0.6212543286652916
4,39,0.6876448564806561
4,40,0.7335759781619654
4,41,0.7186931197670186
4,42,0.7786207903296408
4,43,0.49987222080245336
4,44,0.46361950474528196
4,45,0.38786363636363635
4,46,0.6104931974948493
4,47,0.8075970584333545
4,48,0.5957058017359524
4,49,0.578698224852071
4,50,0.6779560308972074
4,51,0.6497046796910495
4,52,0.5527811097472926
4,53,0.5359477124183006
4,54,0.5537754249094455
4,55,0.7280361757105943
4,56,0.48140122788010115
4,57,0.7075041080883695
4,58,0.748564867967853
4,59,0.6451886876640306
4,60,0.7018423361323474
4,61,0.7885288640595903
4,62,0.8544891640866873
4,63,0.8231209150326797
4,64,0.8029407064088221
4,65,0.782979407979408
4,66,0.7746662324975578
4,67,0.7200751879699248
4,68,0.7842989716578881
4,69,0.7897048489107519
4,70,0.7804878048780488
4,71,0.7206354571573432
4,72,0.7812110640418639
4,73,0.8683206106870229
4,74,0.8674285714285714
4,75,0.8239616366308299
4,76,0.8065715135295867
4,77,0.7605925925925926
4,78,0.8005222345307802
4,79,0.8511650407159558
4,80,0.8793103448275862
4,81,0.8847975690410225
4,82,0.8363802559414991
4,83,0.7899343544857768
4,84,0.7576738165680473
4,85,0.7958387516254877
4,86,0.8029609690444145
4,87,0.7376869391824527
4,88,0.7164123557871231
4,89,0.6561880742208611
4,90,0.6549180327868852
4,91,0.701123595505618
4,92,0.6733146067415731
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,0.0
4,100,0.0
4,101,0.0
4,102,0.0
4,103,0.0
4,104,0.0
4,105,0.0
4,106,0.0
4,107,0.0
4,108,0.0
4,109,0.0
4,110,0.0
4,111,0.0
4,112,0.0
4,113,0.0
4,114,0.0
4,115,0.0
4,116,0.0
4,117,0.0
4,118,0.6602902374670184
4,119,0.6808661696840611
4,120,0.0
4,121,0.6660253326919994
4,122,0.0
4,123,0.0
4,124,0.0
4,125,0.0
4,126,0.0
4,127,0.0
4,128,0.0
4,129,0.0
5,30,0.6687661988286023
5,31,0.5916035631958669
5,32,0.6736785983022043
5,33,0.7704287605992952
5,34,0.6466480558813745
5,35,0.6218287981675795
5,36,0.5451724544004751
5,37,0.6098083555524496
5,38,0.5637963581222305
5,39,0.6280476153743849
5,40,0.6396243721918783
5,41,0.7073299911141633
5,42,0.7083553523796929
5,43,0.7799389065660647
5,44,0.7954498343618186
5,45,0.7489398715914456
5,46,0.73207490397087
5,47,0.7431608086071287
5,48,0.6648576030696866
5,49,0.6216315900277843
5,50,0.5563868416405952
5,51,0.5425729263363446
5,52,0.6635789639753787
5,53,0.6492472104926374
5,54,0.602007152245576
5,55,0.5398620800707069
5,56,0.6495398760968054
5,57,0.6211355636430947
5,58,0.620372055363657
5,59,0.595755782353115
5,60,0.5959273981820424
5,61,0.6555439507490787
5,62,0.6866740664602827
5,63,0.5928790782501797
5,64,0.6835978740262354
5,65,0.6299426643716975
5,66,0.6714631405700697
5,67,0.6352645348180996
5,68,0.6493468035606682
5,69,0.6533305262818994
5,70,0.6560486587429779
5,71,0.7135732340056148
5,72,0.6702811962570442
5,73,0.7208478754552524
5,74,0.6329025383883942
5,75,0.7100146031805648
5,76,0.794660682467399
5,77,0.7035283149803931
5,78,0.7374093729945145
5,79,0.830033050700972
5,80,0.7572296799958711
5,81,0.8276921094929436
5,82,0.7880801964607368
5,83,0.8123349607043355
5,84,0.8149135098875504
5,85,0.8002913400536698
5,86,0.8590077596586897
5,87,0.7748388698020502
5,88,0.6341643006140484
5,89,0.6567122702343897
6,30,0.6316273389637177
6,31,0.7409082748640518
6,32,0.6743438837556622
6,33,0.6778656594145968
6,34,0.681424413293665
6,35,0.6508821165234896
6,36,0.6783601999764058
6,37,0.740237125673383
6,38,0.6797985747196761
6,39,0.7677351114813442
6,40,0.7328599687683214
6,41,0.7767213609626299
6,42,0.7748439117935947
6,43,0.6373337373486601
6,44,0.6321275139203583
6,45,0.5873537127037997
6,46,0.7219251269536504
6,47,0.7502994466035559
6,48,0.7319019946572974
6,49,0.768407675431397
6,50,0.7798579406645376
