frame,left,top,right,bottom
27,568,191,633,321
28,562.5841064453125,187.18289184570312,627.5841064453125,317.1828918457031
29,558.5654296875,184.91287231445312,624.8654251098633,317.5128631591797
30,569,175,624,317
31,552.5438842773438,182.94503784179688,615.0198593139648,307.89698791503906
32,552.3761596679688,181.9595947265625,616.1016502380371,309.4105758666992
33,267,27,321,151
34,540.5204467773438,178.01202392578125,601.7714004516602,300.51393127441406
35,540.86181640625,177.66262817382812,602.1127700805664,300.16453552246094
36,90,388,324,569
37,90,388,324,569
38,253,24,311,150
39,253,23,307,146
40,458,154,581.1179580688477,278.3023223876953
41,458,154,582.2148056030273,279.6816864013672
42,514,143,573,283
43,514,143,573,283
44,505,140,573,281
45,505,140,573,281
46,497,140,573,280
47,489,139,572,277
48,459,141,571,284
49,466,141,562,278
50,442,140,572,291
51,474,132,554,266
52,470,128,548,265
53,470,128,548,265
54,474,129,537,257
55,474,129,537,257
56,475,139,517,249
57,455.2978210449219,123.97257995605469,517.7737884521484,248.9245147705078
58,464,117,515,246
59,457,116,513,251
60,450,118,500,248
61,450,120,502,249
62,438,112,499,247
63,438,112,499,247
64,379,101,505,257
65,379,101,505,257
66,436,98,505,232
67,416,98,488,226
68,427,95,480,226
69,430,91,470,221
70,422,87,468,220
71,419,87,462,220
72,419,87,462,220
73,399,84,460,220
74,408,85,463,221
75,374,84,458,223
76,389,84,452,220
77,381,76,452,223
78,203,410,266,563
79,203,410,266,563
80,203,413,271,561
81,203,413,271,561
82,376,86,431,203
83,381,77,425,200
84,375,70,411,192
85,367,71,407,195
86,207,414,263,562
87,339,64,401,197
88,339,64,401,197
89,94,4,147,91
90,328,59,402,194
91,333,54,396,197
92,333,54,393,196
93,322,47,381,184
94,336,47,377,173
95,336,47,377,173
96,331,44,377,173
97,331,44,377,173
98,331,44,376,173
99,327,40,375,169
