frame,left,top,right,bottom
24,473,43,510,226
25,531,86,586,226
26,467,42,511,227
27,531,87,584,226
28,465,48,509.0799102783203,229.29339599609375
29,463,48,506.42235565185547,230.69742584228516
30,416,100,461,255
31,415,96,459,256
32,414,101,463,255
33,530,88,587,225
34,412,99,460,257
35,409,103,457,257
36,410,110,456,254
37,407,110,455,261
38,407,110,455,261
39,408,111,455,268
40,407,113,454,277
41,461,58,505.460018157959,257.58104705810547
42,458,64,502.9521598815918,256.50018310546875
43,461,69,503.92322158813477,265.6050720214844
44,459,64,502.6328468322754,267.3964538574219
45,407,125,459,283
46,530,87,585,225
47,530,87,585,225
48,405,130,457,282
49,405,131,454,283
50,404,132,453,294
51,530,87,586,226
52,530,87,586,226
53,403,137,450,310
54,530,87,585,226
55,530,87,585,226
56,401,152,448,318
57,402,154,451,326
58,398,155,452,329
59,396,158,451,330
60,396,161,450,329
61,396,161,451,328
62,396,159,447,328
63,396,159,447,327
64,397,163,448,327
65,397,164,449,329
66,530,87,587,226
67,452,101,497.499568939209,314.8971710205078
68,530,87,587,225
69,398,174,453,356
70,530,86,588,226
71,531,90,588,223
72,530,87,588,226
73,456.08331298828125,155.88412475585938,491.64655685424805,331.7779998779297
74,458,110,510,257
75,457,113,510,273
76,459,117,512,294
77,461,119,514,299
78,462,119,514,304
79,463,123,515,308
80,452,127,493.2534713745117,357.5417938232422
81,446,138,491.58843994140625,362.7263641357422
82,437,220,492,410
83,530,86,587,227
84,531,86,588,226
85,531,86,587,227
86,531,87,587,227
