frame,left,top,right,bottom
24,425,72,469,201
25,425,75,468,204
26,425,78,469,208
27,425,78,469,208
28,424,79,470,213
29,425,80,469,213
30,424,82,468,217
31,424,85,467,222
32,423,86,466,222
33,422,88,466,222
34,423,88,466,222
35,422,91,466,223
36,422,91,466,225
37,421,90,465,226
38,422,94,467,227
39,421,95,467,231
40,422,96,468,237
41,422,96,468,237
42,422,98,469,240
43,422,101,469,243
44,424,103,469,249
45,425,105,470,253
46,426,107,471,253
47,427,108,472,254
48,427,108,472,254
49,427,108,472,254
50,426,108,473,253
51,426,110,473,255
52,427,114,473,256
53,428,114,473,263
54,428,116,474,269
55,428,121,475,273
56,428,121,475,273
57,427,123,476,275
58,428,125,474,278
59,427,125,476,280
60,427,132,476,286
61,425,131,475,285
62,426,133,475,283
63,425,136,476,282
64,424,136,476,281
65,424,136,475,285
66,424,137,475,285
67,423,139,476,289
68,424,142,477,297
69,426,149,479,306
70,426,149,480,303
71,427,154,480,308
72,427,155,481,309
73,428,159,482,309
74,428,159,484,309
75,428,158,489,311
76,429,160,487,318
77,430,161,487,314
78,429,166,488,318
79,429,165,489,317
