frame,left,top,right,bottom
26,252,445,330,562
27,252,445,330,562
28,314,138,362,230
29,612,130,690,272
30,313,346,395,487
31,314,347,394,483
32,314,347,394,483
33,262,425,329,537
34,262,425,329,537
35,314,347,398,484
36,315,347,397,484
37,624,130,692,276
38,625,129,694,275
39,625,130,692,277
40,625,130,692,277
41,292.5364990234375,186.15370178222656,341.5561103820801,293.8046112060547
42,291.20428466796875,185.5044403076172,341.20428466796875,295.30836486816406
43,625,135,691,273
44,625,135,691,273
45,625,134,691,272
46,625,130,694,274
47,624,124,692,270
48,624,125,691,270
49,624,125,691,270
50,624,127,690,270
51,624,127,690,270
52,624,131,691,273
53,624,131,691,273
54,624,126,688,272
55,623,127,688,275
56,623,131,688,274
57,262.4365234375,235.3957061767578,312.4365234375,345.1996307373047
58,260.50384521484375,239.35964965820312,311.50384521484375,351.3596496582031
59,260.8482666015625,241.29136657714844,309.8678779602051,348.94227600097656
60,255.2470245361328,248.63006591796875,303.3054656982422,354.17017364501953
61,255.34336853027344,248.8138427734375,303.4018096923828,354.3539505004883
62,252.3800506591797,251.66651916503906,301.39966201782227,359.3174285888672
63,252.4345245361328,251.3260040283203,301.4541358947754,358.97691345214844
64,246.80494689941406,255.85899353027344,295.82455825805664,363.50990295410156
65,244.1957244873047,259.1185302734375,293.21533584594727,366.7694396972656
66,238.41433715820312,263.30316162109375,288.4143371582031,373.1070861816406
67,269,325,322,453
68,269,325,322,453
69,230.70677185058594,270.4317321777344,282.7267646789551,384.67171478271484
70,230.57923889160156,271.0193176269531,282.5992317199707,385.2593002319336
71,227.33192443847656,273.5836486816406,280.3923149108887,390.1084289550781
72,227.40611267089844,273.965087890625,280.46650314331055,390.4898681640625
73,271,308,338,485
74,267,309,343,485
75,621,132,677,269
76,278,308,341,457
77,313,332,396,491
78,313,332,396,491
79,206.20034790039062,291.30499267578125,260.3219451904297,410.16026306152344
80,205.63153076171875,294.411376953125,258.69192123413086,410.9361572265625
81,421,54,464,181
82,421,54,464,181
83,418,53,462,185
84,414,52,463,193
85,191.2876739501953,304.37701416015625,246.49169540405273,425.609375
86,299,279,394,491
87,299,279,394,491
88,296,264,394,491
89,296,264,394,491
90,299,261,392,488
91,299,261,392,488
92,303,259,387,470
93,403,64,456,202
94,398,69,445,203
95,399,70,446,202
96,399,70,446,202
97,156.97666931152344,319.32611083984375,212.18069076538086,440.5584716796875
98,156.42184448242188,319.6038513183594,211.6258659362793,440.8362121582031
99,624,147,681,268
