frame,left,top,right,bottom
24,415,49,458,170
25,415,53,457,171
26,414,56,458,193
27,414,58,457,194
28,414,60,457,192
29,413,62,457,193
30,413,66,457,192
31,413,66,457,196
32,413,66,457,194
33,412,66,459,194
34,411,67,459,198
35,411,67,460,195
36,412,69,460,194
37,413,68,461,194
38,414,69,461,194
39,414,72,462,195
40,415,76,462,194
41,416,76,462,194
42,418,77,463,195
43,418,78,463,195
44,418,80,463,199
45,423,88,464,198
46,424,88,465,200
47,424,88,466,204
48,425,89,468,209
49,425,89,469,207
50,424,92,473,220
51,422,94,475,225
52,422,97,475,227
53,422,98,474,227
54,422,102,475,233
55,422,102,476,229
56,423,104,475,230
57,422,105,475,230
58,422,110,475,192
59,345,117,404,275
60,423,110,477,226
61,423,112,476,232
62,423,112,477,228
63,424,114,477,236
64,425,113,477,246
65,428,117,477,240
66,430,121,477,238
67,430,122,477,258
68,431,125,477,251
69,431,126,477,246
70,433,132,480,253
71,433,131,480,262
72,434,135,482,264
73,435,134,486,270
74,434,140,489,274
75,433,142,492,286
76,433,144,489,288
77,429,143,492,314
78,430,143,491,301
79,432,145,491,293
80,433,148,493,290
81,432,152,494,308
82,433,154,494,305
83,432,162,495,322
84,432,162,495,319
85,431,165,496,311
86,432,166,496,320
87,498,175,556,326
88,429,167,496,323
89,429,167,496,321
90,428,172,495,322
91,430,174,495,320
92,430,176,493,319
93,429,178,493,320
94,429,183,491,323
95,429,188,492,325
96,430,195,492,351
97,429,195,502,359
98,432,197,498,364
99,433,203,494,359
