frame,left,top,right,bottom
1,195,197,239,265
2,194,197,240,267
3,196,197,240,268
4,195,197,240,268
5,196,198,240,267
6,238,190,293,287
7,236,190,294,285
8,197,197,240,265
9,198,198,240,261
10,198,197,238,262
11,197,197,240,260
12,198,197,238,263
13,478,68,519,186
14,478,64,521,185
15,478,68,524,187
16,475,67,523,186
17,476,67,523,186
18,476,67,523,186
19,477,68,524,189
20,476,75,522,200
21,234,190,294,278
22,476,78,520,203
23,198,197,238,262
24,198,197,239,263
25,198,197,239,262
26,95,285,135,361
27,236,190,294,275
28,475,82,523,208
29,474,86,519,205
30,474,86,520,206
31,307,129,359,239
32,198,196,239,264
33,199,196,239,263
34,302,132,354,232
35,300,128,352,238
36,199,196,239,263
37,199,196,239,263
38,199,197,241,261
39,286,105,350,237
40,199,197,241,261
41,483,107,532,232
42,484,108,532,230
43,199,197,240,262
44,199,197,241,264
45,200,197,241,264
46,482,113,531,237
47,480,113,533,242
48,198,197,239,264
49,480,120,531,255
50,481,124,531,254
51,198,197,242,264
52,197,197,241,266
53,197,198,242,268
54,199,197,242,266
55,177,24,217,85
56,176,22,217,88
57,199,199,243,273
58,484,127,533,262
59,484,126,533,262
60,254,92,305,214
61,196,199,243,274
62,198,196,241,265
63,197,197,242,265
64,199,197,242,268
65,491,145,530,287
66,198,199,243,288
67,492,152,533,291
68,492,152,533,291
69,492,151,535,290
70,491,151,536,289
71,197,196,242,279
72,196,198,242,285
73,489,155,542,289
74,488,156,544,298
75,487,161,543,307
76,196,199,243,286
77,196,198,242,281
78,486,170,544,321
79,196,199,240,282
