frame,left,top,right,bottom
24,594,242,652,396
25,591,247,651.3125,396.4304504394531
26,591,238,650,401
27,587,242,649,398
28,582,247,645,396
29,577,251,642,395
30,565,251,637,398
31,557,233,646,399
32,557,254,645,401
33,557,253,644,401
34,555,244,640,404
35,557,253,636,403
36,558,247,635,403
37,558,250,634,402
38,555,231,627.1955833435059,408.5672149658203
39,559,245,629,402
40,559,246,628,402
41,563,240,629,403
42,562,244,621.5287399291992,416.22691345214844
43,558,234,643,415
44,552,218,640,423
45,546,222,655,421
46,539,211,611.8097763061523,427.53041076660156
47,547.7587890625,261.43963623046875,609.308837890625,424.8656311035156
48,543,222,619,420
49,543,225,620,419
50,541,239,612,425
51,541,240,611,425
52,538,197,604.2724456787109,431.243896484375
53,538,225,609,428
54,537,234,610,427
55,536,257,598,428
56,534,233,604,427
57,528,262,590,425
58,525,230,591,424
59,517,216,588.0730361938477,431.0827331542969
60,503,224,581,425
61,502,244,576,422
62,503,256,578,425
63,503,262,575,426
64,501,260,575,425
65,501,258,574,425
66,501,259,574,424
67,499,247,574,421
68,503,257,575,415
69,503,262,572,417
70,502,257,569,427
71,501,258,569,427
72,501,257,569,428
73,498,258,566,427
74,497,254,566,428
75,490,257,563,428
76,487,255,562,431
77,487,250,561,429
78,489,253,559,430
79,489,256,558,430
80,488,256,556,429
81,488,264,554,430
82,488,265,552,430
83,489,263,552,431
84,488,263,551,431
85,489,263,551,432
86,488,256,549,432
87,489,261,547,430
88,489,250,546,429
89,486,251,546,432
90,485,252,545,431
91,485,255,544,432
92,485,255,544,432
93,0,8,62,130
94,0,8,62,135
95,0,9,63,135
96,0,9,64,134
97,0,9,64,136
98,0,9,63,136
99,0,9,63,135
100,0,8,64,140
101,0,8,62,139
102,0,8,62,138
103,0,8,62,144
104,0,8,62,143
105,0,8,63,142
106,0,8,64,142
107,0,8,64,144
108,0,8,65,142
109,0,8,66,141
110,0,7,66,140
111,0,7,66,137
112,0,7,65,137
113,0,8,65,135
114,0,7,66,132
115,0,5,64,145
116,0,7,65,129
117,0,7,64,131
118,443,260,532,422
119,447,266,531,420
120,0,6,64,141
121,445,267,518,422
122,0,1,64,152
123,0,2,64,151
124,0,6,61,146
125,0,3,62,150
126,0,5,62,147
127,0,2,63,149
128,0,2,63,149
129,0,2,62,149
