frame,left,top,right,bottom
28,336,293,422,538
29,336,292,421,538
30,336,287,424,518
31,335,282,425,509
32,333,275,422.8529968261719,511.5094909667969
33,330,268,422.4160385131836,498.7055969238281
34,329,267,422.6204147338867,497.3617248535156
35,331,265,422.0501022338867,494.6004943847656
36,333,260,421,490
37,332,261,416,467
38,332,261,416,468
39,334,257,405,475
40,334,257,405,474
41,335,252,412,472
42,333,243,421.6642761230469,474.2150421142578
43,335,239,411,464
44,335,238,413,455
45,337,228,422.35213470458984,461.4803924560547
46,338,227,413,430
47,337,223,413,427
48,338,221,413,420
49,335,216,413,424
50,336,214,412,430
51,336,214,412,430
52,337,211,411,427
53,338,209,409,422
54,338,204,410,422
55,338,199,411,417
56,9,233,85,409
57,18,239,89,410
58,17,241,88,412
59,340,185,412,390
60,338,184,410,378
61,338,182,411,374
62,337,179,409,373
63,336,176,423.25240325927734,404.0487518310547
64,335,175,423.06868743896484,399.72947692871094
65,334,171,403,363
66,15,252,78,442
67,512,68,574,230
68,335,162,401,360
69,11,263,77,455
