frame,left,top,right,bottom
30,91,332,228.1808090209961,564.0732727050781
31,103.56114196777344,370.4235534667969,228.56513214111328,569.7542419433594
32,93,326,226.1356201171875,575.1815338134766
33,94,327,222.00881958007812,575.5423736572266
34,92,326,219.66673278808594,576.5046234130859
35,86,324,217.67670440673828,581.0657043457031
36,86,318,207.71482849121094,575.6951599121094
37,66.86265563964844,354.5914306640625,207.6374053955078,579.0700988769531
38,64.80494689941406,353.56768798828125,208.3951873779297,582.5359191894531
39,61.66444396972656,353.9168701171875,205.2546844482422,582.8851013183594
40,67,333,201.99359130859375,580.7276916503906
41,53.34637451171875,347.2569274902344,199.8084259033203,580.8045196533203
42,66,333,195.72361755371094,581.3867645263672
43,55,363,191.28759765625,581.3205261230469
44,51,347,185.5543212890625,576.1857604980469
45,44,339,181.24683380126953,576.1769714355469
46,196,361,300,540
47,195,361,301,539
48,28.308578491210938,344.2390441894531,169.0833282470703,568.7176818847656
49,15.5711669921875,334.4892272949219,156.34591674804688,558.9678649902344
50,16.62340545654297,333.8811950683594,157.39815521240234,558.3598327636719
51,22,331,157.1227264404297,559.4515075683594
52,11.274459838867188,331.3387451171875,154.86468505859375,560.3069458007812
53,17,326,153.90068817138672,560.6188659667969
54,11,323,153.0672378540039,559.6399230957031
55,7,326,150.60904693603516,557.3738098144531
56,8,318,149.00371551513672,558.6127014160156
57,7,318,149.37985229492188,558.6087646484375
58,8,320,148.8244857788086,557.9368896484375
59,6,319,146.53528594970703,555.4422607421875
60,7,319,146.81793212890625,555.3194885253906

