frame,left,top,right,bottom
4,204,265,270,328
5,206,265,269.1990737915039,327.44997787475586
6,205,266,270.89955139160156,329.14100646972656
7,205,268,269.33312225341797,328.3779830932617
8,209,269,266.4498748779297,326.7304382324219
9,206,269,266.7597351074219,327.21167755126953
10,206,269,265.2526092529297,326.7257995605469
11,219,269,264.32321548461914,325.30896377563477
12,219,269,265,325
13,214,263,264.22636795043945,325.13757705688477
14,211,264,264.1876106262207,324.9585304260254
15,207,267,265.7347984313965,326.3745460510254
16,209,266,264.4628562927246,325.61181259155273
17,618,424,703,571
18,637,421,704,572
19,208,261,266.0581741333008,327.9421195983887
20,626,415,700,570
21,601,414,691,566
22,559,416,683,571
23,549,406,671,576
24,207,260,265.6949348449707,327.3429527282715
25,207,262,264.8783760070801,326.3908271789551
26,207,261,266.5052947998047,328.0350685119629
27,209,263,265,325
28,529,406,640,569
28,209,263,266,325
29,531,410,634,568
30,531,403,628,565
30,209,264,268,325
31,528,404,619,565
31,209,264,268,325
32,529,396,603,562
32,209,267,268,324
33,528,395,597,562
33,210,268,268,324
34,528,395,597,562
34,209,268,268,324
35,517,393,590,562
35,207,268,269,324
36,517,393,591,562
36,207,268,269,324
37,492,395,585,563
37,207,267,269,324
38,464,392,571,558
38,211,265,269,324
39,464,390,565,558
40,455,384,562,560
41,450,383,560,561
42,454,375,544,552
43,203,270,267.15400314331055,332.2449531555176
44,455,369,523,545
45,453,368,516,542
46,445,367,510,545
47,432,368,504,543
48,404,368,497,545
49,389,367,492,540
49,212,270,271,327
50,382,367,487,538
51,211,270,269.4305725097656,333.5077209472656
52,210,270,270.80269622802734,333.91131591796875
53,210,270,270.5746078491211,333.8947448730469
54,211,270,271,326
55,211,270,271,326
56,211,270,270.70054626464844,334.3972625732422
57,373,366,452,533
58,375,364,437,533
58,210,271,269,327
59,370,364,428,534
60,353,362,416,534
60,211,271,268,327
61,332,360,411,530
62,318,362,407,533
63,307,361,405,532
64,306,359,403,533
65,306,359,403,533
66,210,273,270.43102264404297,335.3820343017578
67,211,271,270.60350799560547,335.3851776123047
68,300,362,396,532
69,214,271,272.2556915283203,336.11412048339844
70,300,369,370,525
71,296,365,355,526
72,290,360,344,526
73,271,360,335,525
74,247,348,333,523
75,247,349,333,523
75,221,268,271,327
76,235,361,330,521
77,223,271,274.2397918701172,335.38401794433594
78,222,270,271,326
79,224,269,273.35926055908203,336.9563903808594
80,223,361,318,515
80,224,269,270,324
81,222,356,295,513
82,222,356,295,514
83,216,353,281,515
84,213,347,268,516
