frame,left,top,right,bottom
0,427,133,466,194
1,426,134,466.1847229003906,193.9507598876953
2,427,134,467,194
3,427,135,467,194
4,426,135,467,194
5,426,135,466.4519958496094,193.81504821777344
6,424,132,466,195
7,423,133,468,194
8,422,132,468,194
9,421,133,468,194
10,420,131,468,195
11,420,131,467,195
12,428.179931640625,133.31556701660156,466.415225982666,193.11948776245117
13,427.8519287109375,133.15489196777344,466.0872230529785,192.95881271362305
14,427.15777587890625,131.24163818359375,467.73337173461914,194.7060317993164
15,427.29913330078125,132.96131896972656,466.299129486084,193.9613151550293
16,150,143,221,315
17,149,144,223,312
18,147,138,228,290
19,151,139,230,321
20,152,140,230,314
21,427.72760009765625,132.640869140625,466.727596282959,193.64086532592773
22,426.6026611328125,131.0694580078125,467.1782531738281,194.53384399414062
23,427.96868896484375,132.8062286376953,466.9686813354492,193.80621719360352
24,426.53558349609375,130.5961151123047,467.9226837158203,195.32978057861328
25,427.7038269042969,133.13140869140625,466.7038154602051,194.13138961791992
26,427.5599365234375,132.84555053710938,466.5599250793457,193.84553146362305
27,427.7861328125,133.20945739746094,466.0214157104492,193.01335906982422
28,2,189,67,362
29,429.2812194824219,133.79737854003906,466.766788482666,192.42865371704102
30,428.3813781738281,133.14329528808594,466.6166572570801,192.94719696044922
31,428.7008972167969,133.18658447265625,466.9361763000488,192.99048614501953
32,429.0116271972656,133.24526977539062,467.2469062805176,193.0491714477539
33,8,205,70,379
34,428.4881286621094,133.2768096923828,466.7234077453613,193.0807113647461
35,428.8210754394531,133.338134765625,467.0563545227051,193.14203643798828
36,429.15478515625,133.4026641845703,467.39006423950195,193.2065658569336
37,428.7778015136719,133.47288513183594,467.0130805969238,193.27678680419922
38,429.1212158203125,133.5587615966797,467.35649490356445,193.36266326904297
39,428.7387390136719,133.64617919921875,466.9740180969238,193.45008087158203
40,429.06640625,133.729248046875,467.30168533325195,193.53314971923828
41,428.6919250488281,133.8127899169922,466.9272041320801,193.61669158935547
42,429.0457763671875,133.92015075683594,467.28105545043945,193.72405242919922
43,428.6676330566406,134.02000427246094,466.9029121398926,193.82390594482422
44,430.1241455078125,135.8724822998047,466.1541061401367,192.22703552246094
45,429.2957458496094,134.5891571044922,464.61923599243164,189.83871841430664
46,429.7723693847656,134.8408660888672,465.0958595275879,190.09042739868164
47,429.5699768066406,135.01124572753906,464.8934669494629,190.26080703735352
48,429.7012634277344,135.7159423828125,464.3321342468262,189.88217544555664
49,428.39752197265625,133.93551635742188,465.8830871582031,192.56678009033203
50,150,139,207,306
51,152,159,210,301
52,428.1925048828125,133.27210998535156,466.4277763366699,193.07600021362305
53,147,148,208,307
54,146,147,208,307
55,428.0834655761719,133.24278259277344,466.3187370300293,193.04667282104492
56,427.9819030761719,133.2141876220703,466.2171745300293,193.0180778503418
57,427.9781799316406,133.1804962158203,466.21345138549805,192.9843864440918
58,427.7457275390625,132.5524444580078,466.7457084655762,193.55241012573242
59,427.4256896972656,132.28916931152344,466.4256706237793,193.28913497924805
60,428.01947021484375,132.74087524414062,467.0194511413574,193.74084091186523
61,128,116,208,289
62,428.3194580078125,132.9922637939453,466.5547294616699,192.7961540222168
63,428.5675354003906,133.6559600830078,466.80280685424805,193.4598503112793
64,428.8710632324219,133.52349853515625,467.1063346862793,193.32738876342773
65,43,286,113,464
66,42,290,112,462
67,429.1905517578125,133.3932647705078,467.4258232116699,193.1971549987793
68,123,119,194,259
69,33,300,115,476
70,35,302,118,484
71,428.82440185546875,133.2814483642578,467.0596733093262,193.0853385925293
72,134,122,186,261
73,429.1842956542969,133.23883056640625,467.4195671081543,193.04272079467773
74,133,120,186,260
75,428.8252258300781,133.12936401367188,467.06049728393555,192.93325424194336
76,429.5787658691406,133.66455078125,467.06432723999023,192.29581451416016
77,77,153,157,302
78,428.8625793457031,133.56678771972656,467.09785079956055,193.37067413330078
79,75,156,166,425
79,1,356,32,514
80,0,359,37,521
81,429.1656188964844,133.46429443359375,467.4008903503418,193.26818084716797
82,428.8084411621094,133.4586944580078,467.0437126159668,193.26258087158203
83,429.12042236328125,133.49285888671875,467.3556938171387,193.29674530029297
