frame,left,top,right,bottom
24,591,261,650,388
25,573,250,646,389
26,586.74462890625,262.3759460449219,645.74462890625,389.3759460449219
27,584.6360473632812,263.5375671386719,642.4791831970215,388.04737091064453
28,582.5839233398438,264.92474365234375,639.2928810119629,386.99317932128906
29,581.986083984375,263.1250915527344,640.9860763549805,390.1250762939453
30,574.656982421875,263.6067199707031,634.8369750976562,393.1466979980469
31,567,211,635.6066284179688,393.25732421875
32,569.9927368164062,262.81231689453125,631.3763236999512,394.9430847167969
33,566,279,626,399
34,556.5376586914062,261.44000244140625,619.1489181518555,396.21339416503906
35,552.76123046875,262.1451721191406,616.6247138977051,399.61402893066406
36,545,288,609.676383972168,420.1205596923828
37,545,287,611.4424362182617,417.4341583251953
38,535,258,612,413
39,536,262,613,416
40,533,223,629,415
41,534,273,594,417
42,533,268,592,414
43,534,271,588,414
44,535,272,584,415
45,535,269,581,416
46,528,272,580,415
47,528,273,580,415
48,519,269,575,413
49,519,269,575,413
50,496,269,569,415
51,486,272,565,417
52,480,279,560,417
53,478,282,558,418
54,476,275,558,419
55,475,277,554,419
56,473,273,551,419
57,492.9895935058594,316.2445068359375,553.1695861816406,445.78448486328125
58,472,191,561,418
59,487.4278869628906,316.78839111328125,547.6078796386719,446.328369140625
60,477.24359130859375,314.3831787109375,538.6271781921387,446.5139465332031
61,478.5850830078125,316.6083068847656,538.7650680541992,446.1482696533203
62,24,114,183,491
63,471,233,534,423
64,38,149,175,493
65,433,283,519,433
66,427,283,516,433
67,425,276,516,434
68,422,284,509,435
69,424,276,507,435
70,425,285,507,437
71,422,274,500,436
72,410,142,517,439
73,392,147,534,442
74,423,281,479,434
75,422,286,475,435
76,407.12005615234375,296.22991943359375,466.1200408935547,423.2298889160156
77,400.4544677734375,296.90606689453125,459.45445251464844,423.9060363769531
78,402.65625,301.1521911621094,458.25325775146484,420.8271026611328
79,374,291,456,438
80,365,307,450,438
81,363,286,447,441
82,359,287,443,444
83,361,295,442,444
84,361,294,441,444
85,361,287,436,446
86,357,292,427,446
87,355,289,420,449
88,353,290,416,449
89,351,288,410,449
90,350,290,407,449
91,351,290,407,449
92,338,301,400,455
92,212,427,301,575
93,338,300,400,455
93,211,426,301,574
94,323,295,399,459
94,214,434,309,573
95,311,298,398,465
96,391.3880920410156,351.1014709472656,445.894962310791,468.42981719970703
97,520,209,598,379
98,514,196,598,381
99,299,299,376,468
99,517,195,602,379
99,121,148,181,242
100,514,194,610,381
101,519,204,612,381
102,521,208,612,381
103,269,489,342,575
104,269,489,342,576
106,275,302,335,469
106,529,224,636,383
107,-14.593483924865723,-18.630340576171875,39.91338634490967,98.69800567626953
108,-13.231391906738281,-16.409061431884766,40.20671463012695,98.61872482299805
109,-12.53035831451416,-15.06463623046875,39.859938621520996,97.70770263671875
