frame,left,top,right,bottom
24,594,242,652,396
25,591,247,651.3125,396.4304504394531
26,591,238,650,401
27,587,242,649,398
28,582,247,645,396
29,577,251,642,395
30,565,251,637,398
31,557,233,646,399
32,557,254,645,401
33,557,253,644,401
34,555,244,640,404
35,557,253,636,403
36,558,247,635,403
37,558,250,634,402
38,555,231,627.1955833435059,408.5672149658203
39,559,245,629,402
40,559,246,626.5422286987305,414.5292205810547
41,563,240,623.3176879882812,417.77635192871094
42,562,244,623.7439498901367,425.11891174316406
43,558,234,622.4540786743164,426.9990692138672
44,552,218,640,423
45,546,222,655,421
46,539,211,615.2851333618164,433.8121795654297
47,536,199,615.2681503295898,439.0523223876953
48,543,222,619,420
49,543,225,620,419
50,541,239,612,425
51,541,240,611,425
52,538,197,606.4042892456055,442.02772521972656
53,538,225,609,428
54,537,234,610,427
55,536,257,598,428
56,534,233,604,427
57,528,262,590,425
58,525,230,591,424
59,517,216,593.9771041870117,445.9326629638672
60,503,224,581,425
61,502,244,576,422
62,503,256,578,425
63,503,262,575,426
64,501,260,575,425
65,501,258,574,425
66,501,259,574,424
66,0,8,65,115
67,499,247,574,421
67,0,8,65,117
68,503,257,575,415
69,503,262,572,417
70,502,257,569,427
71,501,258,569,427
72,501,257,569,428
73,498,258,566,427
74,497,254,566,428
75,490,257,563,428
75,0,7,61,107
76,487,255,562,431
76,0,7,62,110
77,487,250,561,429
77,0,7,61,110
78,489,253,559,430
79,489,256,558,430
80,488,256,556,429
80,0,8,60,123
81,488,264,554,430
81,643,229,703,392
81,0,7,58,121
82,488,265,552,430
83,489,263,552,431
84,488,263,551,431
85,489,263,551,432
86,488,256,549,432
87,489,261,547,430
88,489,250,546,429
89,486,251,546,432
90,485,252,545,431
90,0,8,60,115
91,485,255,544,432
91,0,8,58,121
92,485,255,544,432
92,0,7,60,110
93,0,8,62,130
94,0,8,62,135
95,0,9,63,135
96,0,9,64,134
97,0,9,64,136
98,479,256,542.8093643188477,442.9300231933594
99,479,256,540.4578628540039,441.8335418701172
100,478,254,541.7646102905273,443.4725341796875
101,477,255,543.948600769043,448.5760040283203
102,477,252,544.9054870605469,451.4242401123047
103,478,254,541.5915222167969,453.40623474121094
104,477,252,543.4538726806641,456.7488708496094
105,478,254,543.3236236572266,459.1996307373047
106,474,252,542.9446182250977,462.05230712890625
107,471,253,541.1265335083008,461.50372314453125
108,471,253,541.1492691040039,461.09906005859375
109,468,253,540.949104309082,460.4989318847656
110,466,255,539.2602386474609,457.5340118408203
111,462,256,539.1760406494141,457.2692413330078
112,461,258,538.3515167236328,457.4911651611328
113,457,258,538.8336029052734,457.82447814941406
114,0,7,66,132
115,0,5,64,145
116,0,7,65,129
117,0,7,64,131
118,443,260,532,422
118,0,6,63,138
119,447,266,531,420
119,0,6,63,138
120,0,6,64,141
121,445,267,518,422
121,0,6,64,142
122,446,260,533.0112075805664,462.37835693359375
123,0,2,64,151
124,0,6,61,146
125,0,3,62,150
126,0,5,62,147
127,0,2,63,149
128,0,2,63,149
129,0,2,62,149
