frame,left,top,right,bottom
24,334,310,417,563
25,334,311,417,563
26,335,301,417,547
27,335,301,417,546
28,336,293,422,538
29,336,292,421,538
30,336,287,424,518
31,335,282,425,509
32,333,275,420.7151107788086,520.9750061035156
33,330,268,421.69708251953125,513.3870849609375
34,329,267,421.79339599609375,511.5189208984375
35,331,265,421.9105224609375,508.3014831542969
36,333,260,421,490
37,332,261,416,467
38,332,261,416,468
39,334,257,405,475
40,334,257,405,474
41,335,252,412,472
42,333,243,420.36376953125,486.84185791015625
43,335,239,411,464
44,335,238,413,455
45,337,228,421.3809127807617,479.5657958984375
46,338,227,413,430
47,337,223,413,427
48,338,221,413,420
49,335,216,413,424
50,336,214,412,430
51,336,214,412,430
52,337,211,411,427
53,338,209,409,422
54,338,204,410,422
55,338,199,411,417
56,9,233,85,409
57,18,239,89,410
58,17,241,88,412
59,340,185,412,390
60,338,184,410,378
61,338,182,411,374
62,337,179,409,373
63,336,176,419.42518615722656,416.9012451171875
64,335,175,417.41624450683594,409.7592010498047
65,334,171,403,363
66,15,252,78,442
67,512,68,574,230
68,335,162,401,360
69,11,263,77,455
