frame,left,top,right,bottom
30,531,403,628,565
30,209,264,268,325
31,528,404,619,565
31,209,264,268,325
32,529,396,603,562
33,528,395,597,562
34,528,395,597,562
35,517,393,590,562
36,517,393,591,562
37,492,395,585,563
38,464,392,571,558
38,211,265,269,324
39,464,390,565,558
40,455,384,562,560
41,450,383,560,561
42,454,375,544,552
43,450,376,543.4101867675781,549.8472442626953
44,455,369,523,545
45,453,368,516,542
46,445,367,510,545
47,432,368,504,543
48,404,368,497,545
49,389,367,492,540
50,382,367,487,538
51,378,369,486.2098083496094,538.3537292480469
52,375,369,485.40332794189453,547.7782287597656
53,375,369,484.72440338134766,546.8564758300781
54,375,370,478.43868255615234,543.6802825927734
55,374,371,478.87317657470703,544.8832397460938
56,376,367,460.6568832397461,541.5194244384766
57,373,366,452,533
58,375,364,437,533
59,370,364,428,534
60,353,362,416,534
61,332,360,411,530
62,318,362,407,533
63,307,361,405,532
64,306,359,403,533
65,306,359,403,533
66,301,359,400.97391510009766,535.9949340820312
67,78,59,123,156
68,300,362,396,532
69,304,359,372.9358367919922,526.2769775390625
70,300,369,370,525
71,296,365,355,526
72,290,360,344,526
73,271,360,335,525
74,247,348,333,523
74,222,269,271,326
75,247,349,333,523
76,235,361,330,521
77,226,365,341.9456100463867,523.0362396240234
78,222,363,332.32608795166016,519.5236968994141
79,224,269,271,325
80,223,361,318,515
80,224,269,270,324
81,222,356,295,513
82,222,356,295,514
83,216,353,281,515
83,222,270,272,326
84,213,347,268,516
