frame,left,top,right,bottom
24,132,293,240,432
25,131,295,246,425
26,131,295,246,426
27,131,294,245,430
28,131,294,244,430
29,131,288,247,433
30,131,288,243,430
31,131,286,242,431
32,132,288,243,431
33,130,290,239,428
34,131,288,238,430
35,131,288,238,431
36,130,289,234,432
37,130,289,235,432
38,131,292,235,437
39,124,287,233,437
40,128,290,238,433
41,124,288,234,437
42,126,289,230,437
43,126,289,233,435
44,124,289,232,436
45,127,290,230,434
46,125,290,231,429
47,125,289,230,429
48,127,290,236,432
49,435,74,469,194
50,436,76,469,193
51,125,290,231,426
52,438,79,473,204
53,127,289,229,426
54,128,290,227,425
55,128,290,227,426
56,441,85,477,209
57,441,88,479,206
58,123,293,243.0395050048828,433.0529022216797
59,441,88,480,213
60,129,291,223,420
61,129,291,220,418
62,129,291,221,419
63,130,291,220,418
64,130,291,220,418
65,130,291,220,417
66,130,292,219,415
67,130,292,219,415
68,130,292,218,413
69,131,292,245.55782318115234,434.0051574707031
70,441,105,483,238
71,442,114,485,238
72,442,117,487,240
73,444,113,490,242
74,131,292,245.5915298461914,433.7001037597656
75,131,292,245.66431427001953,434.0574645996094
76,131,292,245.76634979248047,433.6844177246094
77,131,291,245.84207916259766,434.1060485839844
78,131,291,219,415
79,131,291,219,415
80,130,291,218,416
81,130,291,220,416
82,130,291,218,415
83,130,291,219,416
84,129,291,221,419
85,129,291,221,419
86,129,291,221,419
87,129,292,220,418
88,129,292,220,418
89,130,292,220,418
90,130,292,218,415
91,130,292,218,415
92,130,292,218,416
93,448,142,494,284
94,448,143,494,284
95,449,146,495,290
96,129,292,216,413
97,453,160,499,304
98,454,161,500,302
99,129,293,217,416
