frame,left,top,right,bottom
24,367,117,416,268
25,366,118,416,268
26,366,122,416,268
27,364,120,416,268
28,363,121,417,267
29,363,124,415,269
30,364,127,415,273
31,364,126,415,273
32,363,130,415,281
33,362,135,415,287
34,362,134,414,290
35,361,139,413,293
36,360,145,414,298
37,359,147,413,299
38,358,151,412,301
39,357,150,412,301
40,356,137,412,301
41,355,155,412,302
42,355,155,411,302
43,355,160,411,298
44,352,157,411,316
45,352,159,411,319
46,351,165,411,324
47,348,167,411,327
48,347,166,411,337
49,348,169,412,332
50,349,171,412,336
51,350,175,412,344
52,347,178,413,345
53,347,180,414,346
54,346,180,414,347
55,350,188,410,348
56,349,189,411,359
56,176,195,241,279
56,202,6,233,76
57,347,197,410,370
57,203,6,233,77
58,346,199,410,378
58,203,6,233,77
59,345,209,409,359
60,346,208,406,371
61,346,208,406,371
62,344,211,406,379
63,345,215,409,387
63,179,195,243,278
63,204,7,233,76
64,341,216,409,386
65,341,217,409,391
65,181,195,239,275
65,204,6,233,76
66,342,223,407,392
66,527,46,569,223
66,203,6,233,76
66,182,195,235,273
67,340,223,405,393
67,527,46,570,224
67,205,6,233,75
67,183,195,232,262
68,341,226,405,396
68,527,45,568,222
68,204,6,234,78
68,182,196,234,273
69,337,231,406,408
69,527,43,566,215
69,204,6,233,77
69,184,195,234,273
70,336,234,404,416
70,527,44,567,218
70,202,6,233,79
70,183,195,234,272
71,526,44,565,202
72,527,45,567,211
73,527,45,566,207
74,526,47,563,200
75,332,257,405,444
75,183,196,236,273
75,201,7,233,78
75,528,46,562,170
76,328,256,405,445
76,182,196,235,271
76,203,6,233,77
76,528,48,563,176
77,330,260,403,445
77,182,196,234,267
77,200,7,234,78
77,528,46,562,166
78,330,260,403,442
78,183,197,234,264
78,198,7,234,75
78,528,48,562,175
79,331,263,404,443
79,183,196,232,263
79,198,7,234,75
79,528,49,562,179
