frame,left,top,right,bottom
2,440,43,480,172
3,440,45,479,173
4,439,47,477.7087173461914,169.5036163330078
5,436,51,476,179
6,436,51,474,180
7,434,52,473.86573028564453,175.1236572265625
8,434,53,473.3456344604492,174.1476287841797
9,432,54,472.2561569213867,174.5669708251953
10,431,55,471.36266326904297,173.53179931640625
11,431,55,472.07933807373047,173.631103515625
12,429,55,470.70101165771484,176.10369110107422
13,428,57,470.07347869873047,178.96691131591797
14,427,58,470,190
15,427,61,469,192
16,427,61,468.05101776123047,183.83281707763672
17,427,64,466.63212966918945,182.77234649658203
18,427,64,466.32135009765625,181.52300262451172
19,426,65,469,201
20,427,65,470,202
21,427,67,465.5301208496094,185.08838653564453
22,427,68,465.15999603271484,184.4732437133789
23,426,70,465.03987884521484,186.7308120727539
24,425,72,463.97179412841797,189.38245391845703
25,425,75,463.20953369140625,188.08562469482422
26,425,78,462.19026947021484,186.67488861083984
27,425,78,469,208
28,424,79,470,213
29,425,80,469,213
30,424,82,461.2186851501465,193.1941909790039
31,424,85,461.93394470214844,200.63733673095703
32,423,86,462.61133575439453,205.1709213256836
33,422,88,463.1292533874512,207.3635025024414
34,423,88,464.37794494628906,209.77071380615234
35,422,91,464.0349884033203,210.98200225830078
36,422,91,463.93263244628906,212.07196807861328
37,421,90,463.98036193847656,213.10405731201172
38,422,94,465.15395736694336,216.93572998046875
39,421,95,467.0812759399414,220.32019805908203
40,422,96,466.94766998291016,223.32874298095703
41,422,96,466.8194046020508,223.64791107177734
42,422,98,467.2660140991211,224.76685333251953
43,422,101,467.40941619873047,225.76114654541016
44,424,103,468.43721771240234,227.52181243896484
45,425,105,470.61527252197266,233.5461654663086
46,426,107,471.1942329406738,236.19928741455078
47,427,108,472.3507270812988,237.6976547241211
48,427,108,472.9732322692871,239.70162963867188
49,427,108,473.78358459472656,242.66181182861328
50,426,108,474.59507751464844,244.1922378540039
51,426,110,474.75062561035156,246.34151458740234
52,427,114,475.2488555908203,248.3104019165039
53,428,114,475.37249755859375,251.87247467041016
54,428,116,474.48252868652344,252.21903228759766
55,428,121,475.713134765625,257.0281753540039
56,428,121,474.8609161376953,255.0232925415039
57,427,123,474.69761657714844,258.01627349853516
58,428,125,474.7081832885742,259.1613006591797
59,427,125,474.55707931518555,262.8496551513672
60,427,132,475.0394096374512,266.62461853027344
61,425,131,474.13984298706055,269.4735870361328
62,426,133,474.2159652709961,272.8218536376953
63,425,136,474.7768783569336,274.22247314453125
64,424,136,474.28022384643555,272.50596618652344
65,424,136,474.3211784362793,274.51097106933594
66,424,137,475.26524353027344,277.33824157714844
67,423,139,474.4241409301758,276.47254943847656
68,424,142,475.36626052856445,280.0919952392578
69,426,149,475.30225372314453,284.0816192626953
70,426,149,476.7296829223633,286.64076232910156
71,427,154,476.9907913208008,285.9582977294922
72,427,155,478.0944709777832,289.4068603515625
73,428,159,478.04212188720703,289.6198272705078
74,428,159,477.7375259399414,291.39723205566406
75,428,158,478.2597122192383,292.95262145996094
76,429,160,478.23979568481445,296.5215148925781
77,430,161,479.4397964477539,299.6803436279297
78,429,166,479.48792266845703,302.18788146972656
79,429,165,479.7708930969238,304.07594299316406
