frame,left,top,right,bottom
19,603,171,699,426
20,602,171,698.5050048828125,426.3027648925781
21,602,171,698.7528076171875,426.6244812011719
22,603,170,698.87548828125,426.5563659667969
23,603,171,699.01318359375,426.4624328613281
24,603,172,698.49951171875,426.7371520996094
25,602,172,699,426
26,601,167,698.6925659179688,426.6444396972656
27,597,163,698.7424926757812,426.5163269042969
28,601,159,698.8524780273438,426.3709716796875
29,599,157,699.2293090820312,426.8948974609375
30,599,158,698.4373168945312,426.45672607421875
31,596,151,698.8443603515625,426.9999084472656
32,599,160,698.9060668945312,426.8321533203125
33,597,152,698.9596557617188,426.71728515625
34,600,162,699.0042724609375,426.6568298339844
35,603,161,698.3351440429688,426.24444580078125
36,602,160,698.7005004882812,426.7725524902344
37,603,161,698.7799072265625,426.6396789550781
38,602,158,698.8322143554688,426.539794921875
39,606,160,698.9228515625,426.43414306640625
40,606,162,699.2267456054688,426.83343505859375
41,607,162,698.6393432617188,426.4087829589844
42,606,161,698.8472290039062,427.0334167480469
43,608,162,698.8865356445312,427.0544738769531
44,607,162,698.90234375,427.0325012207031
45,608,162,698.957275390625,427.0139465332031
46,609,163,699.0760498046875,427.0079345703125
47,610,163,698.5087890625,426.6303405761719
48,610,163,698.6253662109375,426.6209411621094
49,609,162,698.730224609375,426.62420654296875
50,611,163,698.861572265625,426.6253662109375
51,611,163,699.0289306640625,426.6567077636719
52,611,163,698.470458984375,426.32122802734375
53,611,162,698.7372436523438,427.089599609375
54,611,162,698.864013671875,427.0826721191406
55,611,162,699.0021362304688,427.0978088378906
56,611,161,698.4039916992188,426.79339599609375
57,611,160,698.521728515625,426.80535888671875
58,611,161,698.6511840820312,426.8072814941406
59,603,157,698.8485717773438,426.767333984375
60,603,157,699.041748046875,426.7293701171875
61,612,157,698.684814453125,426.3840026855469
62,611,158,699.0051879882812,427.0744934082031
63,609,156,698.6987915039062,426.7226867675781
64,611,158,698.7139282226562,426.6795654296875
65,609,158,698.7576293945312,426.65765380859375
66,610,157,698,428
67,607,159,698.75341796875,426.6328125
68,607,155,698.7758178710938,426.7157897949219
69,607,156,698.7842407226562,426.70782470703125
70,608,158,698.7816772460938,426.77703857421875
71,607,156,698.7286987304688,426.777587890625
72,609,156,698.6751708984375,426.7734680175781
73,608,156,698.63623046875,426.78662109375
74,607,151,698.7442016601562,426.920654296875
75,607,147,698.84130859375,427.03485107421875
76,607,147,699.0283203125,427.0022277832031
77,608,146,698.6358642578125,426.724609375
78,608,146,698.8938598632812,426.75567626953125
79,597,142,699.1492919921875,426.77593994140625
80,608,147,698.7384643554688,426.453857421875
81,608,148,699.0906372070312,427.166259765625
82,608,152,698.5665893554688,426.8440246582031
83,609,154,698.6170043945312,426.76422119140625
84,609,153,698.6666259765625,426.7209777832031
85,609,155,698.7841796875,426.68353271484375
86,610,158,698.95458984375,426.7584533691406
87,610,157,699.1661376953125,426.7929992675781
88,602.6969604492188,171.5484619140625,698.6969604492188,426.5484619140625
89,609,162,699.1422119140625,426.6759948730469
