frame,left,top,right,bottom
39,359,265,424,392
40,358,270,423.043212890625,392.1595764160156
41,357,269,422.6446838378906,392.49298095703125
42,356.6822204589844,267.9966125488281,419.15819549560547,390.06505584716797
43,358.86993408203125,270.2995910644531,417.7424430847168,385.3274154663086
44,358.705078125,271.2696228027344,416.42322158813477,384.04199981689453
45,359.1290283203125,271.4781799316406,416.84717178344727,384.2505569458008
46,357.798583984375,270.9626770019531,416.6710891723633,385.99049377441406
47,356.5859069824219,270.7773132324219,415.45841217041016,385.8051300048828
48,354.7493896484375,270.989990234375,413.6218948364258,386.01780700683594
49,353.0794677734375,272.7424011230469,411.9519729614258,387.7702178955078
50,352.2437744140625,272.6225280761719,411.1162796020508,387.6503448486328
51,350.94989013671875,275.5045166015625,408.66802978515625,388.2768859863281
52,350.6485900878906,275.35546875,409.52109146118164,390.3832778930664
53,349.6808166503906,276.4027404785156,408.55331802368164,391.43054962158203
54,347.915283203125,274.2403259277344,409.1662292480469,393.9152526855469
55,349.53338623046875,277.1258239746094,408.40588760375977,392.1536331176758
56,350.20379638671875,278.2259216308594,407.921932220459,390.99828338623047
57,348.7843017578125,277.74261474609375,407.65679931640625,392.7704162597656
58,349.4803771972656,278.4888916015625,407.1985092163086,391.26124572753906
59,348.3466491699219,278.9598693847656,407.21914291381836,393.98766326904297
60,344,273,406.4805793762207,392.2311477661133
61,347,285,406.9431686401367,394.0933380126953
62,347,286,405.59486389160156,392.97064208984375
63,347,286,406.64482498168945,394.1777114868164
64,345.85919189453125,277.5520935058594,405.909122467041,394.8804244995117
65,346.7864990234375,278.109130859375,405.6589813232422,393.13690185546875
66,346.14892578125,277.8638000488281,405.0214080810547,392.8915710449219
67,346.4315185546875,277.68743896484375,405.3040008544922,392.7152099609375
68,346.4513854980469,275.7976379394531,405.32386779785156,390.8254089355469
69,346.6815185546875,275.49835205078125,404.3996353149414,388.2706756591797
70,345.28753662109375,273.020751953125,405.337459564209,390.3490676879883
71,345.4228515625,273.3000793457031,404.29532623291016,388.3278350830078
72,344.3668212890625,270.48828125,404.41674041748047,387.81658935546875
73,306,275,403.0824203491211,386.972900390625
74,340.6927490234375,266.7006530761719,401.9436683654785,386.37552642822266
75,341.1138916015625,266.8050231933594,402.3648109436035,386.47989654541016
76,340.4768981933594,266.8138122558594,401.7278175354004,386.48868560791016
77,339.13372802734375,266.6145935058594,400.38464736938477,386.28946685791016
78,340.24700927734375,268.1672668457031,399.1194839477539,383.1950225830078
79,312,272,398.4296646118164,382.22618103027344
80,312,272,398.27445220947266,381.76719665527344
81,320,273,397.73746490478516,381.3323516845703
82,325,271,397.91109466552734,382.67877197265625
83,333,272,396.7735900878906,379.3752746582031
84,332,271,397.78508377075195,382.46520233154297
85,332,269,398.4318542480469,382.9717712402344
86,338,266,397.9093208312988,381.32735443115234
87,338,266,397.8841743469238,381.5279769897461
88,337.0576171875,263.1790466308594,398.30853271484375,382.8539123535156
89,337.54681396484375,264.0228576660156,397.59672927856445,381.35115814208984
90,337.5633850097656,264.07501220703125,397.6133003234863,381.40331268310547
91,337.5766906738281,264.13677978515625,397.6266059875488,381.46508026123047
92,337.7223205566406,264.2135314941406,397.7722358703613,381.54183197021484
93,337.2602844238281,263.248046875,398.5111999511719,382.92291259765625
94,338.2171936035156,264.1173400878906,398.2671089172363,381.44564056396484
95,336.94561767578125,263.773681640625,398.196533203125,383.44854736328125
96,337.2646484375,263.9105224609375,398.51556396484375,383.58538818359375
97,338.1533203125,265.226806640625,398.2032356262207,382.5551071166992
