frame,left,top,right,bottom
1,195,197,239,265
1,175,22,217,93
2,194,197,240,267
2,176,23,217,90
3,196,197,240,268
3,176,23,217,90
4,195,197,240,268
5,196,198,240,267
5,176,24,218,93
6,238,190,293,287
6,197,197,240,264
7,236,190,294,285
7,197,197,240,264
8,197,197,240,265
9,198,198,240,261
10,198,197,238,262
11,197,197,240,260
12,198,197,238,263
13,478,68,519,186
14,478,64,521,185
15,478,68,524,187
16,475,67,523,186
17,476,67,523,186
18,476,67,523,186
19,477,68,524,189
20,476,75,522,200
21,234,190,294,278
21,198,197,238,264
21,96,284,137,360
21,175,22,217,90
22,476,78,520,203
23,198,197,238,262
23,234,190,294,279
23,95,287,136,362
24,198,197,239,263
24,95,285,137,362
24,234,190,293,278
25,198,197,239,262
25,235,190,294,277
25,96,285,138,360
25,176,22,217,88
26,95,285,135,361
26,198,197,239,262
26,236,190,295,279
26,177,21,217,94
27,236,190,294,275
27,95,284,138,363
27,198,197,240,261
27,177,24,217,94
28,475,82,523,208
29,474,86,519,205
30,474,86,520,206
31,307,129,359,239
32,198,196,239,264
32,95,287,133,359
32,237,190,295,278
32,177,23,217,94
33,199,196,239,263
33,97,286,133,363
33,237,190,294,271
33,175,22,217,91
34,302,132,354,232
35,300,128,352,238
36,199,196,239,263
36,238,191,294,269
37,199,196,239,263
37,238,188,292,277
38,199,197,241,261
38,237,191,293,273
38,176,22,218,87
39,286,105,350,237
40,199,197,241,261
40,237,189,296,273
41,483,107,532,232
42,484,108,532,230
43,199,197,240,262
44,199,197,241,264
45,200,197,241,264
46,482,113,531,237
47,480,113,533,242
48,198,197,239,264
48,177,22,216,88
49,480,120,531,255
50,481,124,531,254
51,198,197,242,264
51,177,23,217,83
52,197,197,241,266
52,177,22,217,87
53,197,198,242,268
53,177,23,218,86
54,199,197,242,266
54,177,23,217,88
55,177,24,217,85
55,197,198,238,263
56,176,22,217,88
56,198,197,239,263
57,199,199,243,273
57,176,23,217,89
58,484,127,533,262
59,484,126,533,262
60,254,92,305,214
61,196,199,243,274
62,198,196,241,265
62,176,23,218,86
63,197,197,242,265
64,199,197,242,268
65,491,145,530,287
66,198,199,243,288
67,492,152,533,291
68,492,152,533,291
69,492,151,535,290
70,491,151,536,289
71,197,196,242,279
72,196,198,242,285
73,489,155,542,289
74,488,156,544,298
75,487,161,543,307
75,197,197,243,285
76,196,199,243,286
76,487,165,546,314
77,196,198,242,281
77,487,168,545,314
78,486,170,544,321
78,196,199,240,281
79,196,199,240,282
79,485,172,547,316
79,180,23,217,87
