frame,left,top,right,bottom
24,378,374,461,574
25,286,349,365,560
26,286,349,363,557
27,286,347,363,553
28,288,339,365,543
29,291,336,366,541
30,288,331,363,537
31,290,329,362,527
32,289,324,362,519
33,373,336,450,532
34,292,320,365,507
35,293,317,368,501
36,373,331,452,528
37,370,324,456,531
38,374,323,456,529
39,374,319,459,527
40,374,319,459,527
41,377,320,462,524
42,380,314,463,515
43,382,311,464,513
44,382,306,465,503
45,307,290,371,490
46,387,300,467,493
47,387,295,469,484
48,390,291,472,482
49,309,280,374,461
