frame,left,top,right,bottom
24,229,200,276,283
25,229.07489013671875,199.96437072753906,276.07489013671875,282.96437072753906
26,229.1044158935547,199.87747192382812,276.1044158935547,282.8774719238281
27,229.12254333496094,199.80892944335938,276.12254333496094,282.8089294433594
28,227,194,276.1380615234375,282.76275634765625
29,518,76,580,229
30,229.0184326171875,199.6712646484375,276.0184326171875,282.6712646484375
31,228.94699096679688,199.63864135742188,275.9469909667969,282.6386413574219
32,228.8516082763672,199.6182403564453,275.8516082763672,282.6182403564453
33,228.7884521484375,199.57630920410156,275.7884521484375,282.57630920410156
34,228.7276611328125,199.53369140625,275.7276611328125,282.53369140625
35,229.59881591796875,201.1004638671875,274.7737503051758,280.87747955322266
36,228.89288330078125,200.89439392089844,274.9713134765625,282.2669448852539
37,229.39305114746094,200.9741973876953,274.5679817199707,280.75120544433594
38,228.66775512695312,199.90936279296875,275.66775131225586,282.9093551635742
39,228.71542358398438,200.97703552246094,273.89035415649414,280.75403594970703
40,228.41659545898438,200.82958984375,274.49502182006836,282.2021255493164
41,228.7791748046875,200.9765167236328,273.9541015625,280.7535171508789
42,228.8600616455078,200.7317352294922,274.93848419189453,282.1042709350586
43,229.1590576171875,200.87484741210938,274.33398056030273,280.65184020996094
44,228.77748107910156,200.60235595703125,274.855899810791,281.9748840332031
45,228.66603088378906,199.8968505859375,274.7444496154785,281.2693786621094
46,229.17608642578125,200.93807983398438,274.3510055541992,280.7150650024414
47,243,196,274.94060134887695,281.97320556640625
48,45,171,109,297
49,230,193,299,276
50,522,62,580,232
51,523,63,576,228
52,228.78018188476562,199.73306274414062,274.8586006164551,281.1055908203125
53,228.7871551513672,199.7750244140625,274.86557388305664,281.1475524902344
54,228.8306884765625,199.8163604736328,274.90910720825195,281.1888885498047
55,428,121,475,273
56,428,121,475,273
57,229.486328125,200.3814239501953,274.66124725341797,280.15840911865234
58,428,125,474,278
59,229.31089782714844,200.41738891601562,274.4858169555664,280.19437408447266
60,427,132,476,286
61,232,192,299,281
62,243,198,275.07410430908203,280.41797637939453
63,242,198,274.8001480102539,280.6034622192383
64,242,198,274.09431076049805,279.9978256225586
65,242,198,274.1625785827637,279.6829605102539
66,242,198,273.0894584655762,279.30371856689453
67,242,197,272.59324645996094,277.54419708251953
68,229.314453125,201.31399536132812,273.6035842895508,279.52671813964844
69,232,193,298,282
70,235,196,273.29943084716797,279.13038635253906
71,229.05526733398438,201.43023681640625,272.4759864807129,278.109375
72,229.2941131591797,201.57949829101562,273.58324432373047,279.79222106933594
73,428,159,482,309
74,428,159,484,309
75,428,158,489,311
76,429,160,487,318
77,430,161,487,314
78,429,166,488,318
79,228.32522583007812,201.18875122070312,272.6143569946289,279.40147399902344
