frame,left,top,right,bottom
26,349,48,416,180
27,349,48,416,180
28,349,48,417,182
29,346,42,420,181
30,349,46,416,180
31,344,38,415.2969970703125,180.0900650024414
32,345,38,415.3720703125,180.2464828491211
33,347,38,415.33843994140625,180.35103607177734
34,340,36,414.27062225341797,179.29727935791016
35,340,36,414.2635726928711,179.69171905517578
36,340,36,413.5459213256836,178.84880447387695
37,340,36,413.41841888427734,178.41717147827148
38,344,35,413.44930267333984,180.31305694580078
39,343,35,413.83776092529297,180.16345977783203
40,343,32,413.4867706298828,178.9621810913086
41,343,31,412.7855987548828,178.9090576171875
42,342,28,412.0062561035156,177.96743774414062
43,342,28,412.68138122558594,180.04792022705078
44,339,28,412.15917587280273,177.7076759338379
45,339,28,411.5696678161621,177.24884414672852
46,340,29,411.5744171142578,178.20109176635742
47,340,29,411.5898094177246,177.74328231811523
48,339,28,412.21878814697266,180.12528228759766
49,0,313,288,573
50,342,28,411.8293991088867,178.0080108642578
51,343,29,412.1077346801758,179.2209243774414
52,342,29,412.44844818115234,178.3384552001953
53,342,28,412.33748626708984,177.75282287597656
54,342,28,412.1783981323242,177.74549102783203
55,343,28,412.33370208740234,178.04131317138672
56,343,28,411.8597869873047,177.10979461669922
57,345,28,413.8033752441406,179.1871109008789
58,345,28,413.19984436035156,178.50989532470703
59,345,26,413.49293518066406,178.1650390625
60,345,26,413.34110260009766,177.35906219482422
61,349,27,413.2188529968262,176.3039093017578
62,352,24,413.4357109069824,176.59182739257812
63,352,24,412.1746635437012,175.82526779174805
64,389,41,449,215
65,389,41,449,215
66,363,28,414.1205520629883,176.4799461364746
67,363,28,414.9786682128906,177.93848419189453
68,360,28,415.0530090332031,178.29913330078125
69,313,281,398,439
70,364,27,443,204
71,305,277,400,448
72,307,276,403,444
73,5,368,154,568
74,354.66192626953125,54.943878173828125,416.5595397949219,176.89141845703125
75,354.2591552734375,55.416038513183594,416.1567687988281,177.36357879638672
76,304,275,397,453
77,354.42669677734375,54.852294921875,416.3243103027344,176.79983520507812
78,354.176025390625,55.105506896972656,416.0736389160156,177.05304718017578
79,312,272,393,435
80,312,272,393,435
81,320,273,392,427
82,352.9383239746094,51.558677673339844,417.3365936279297,178.4328842163086
83,353.86431884765625,53.59669494628906,416.9998779296875,177.98316955566406
84,371,24,415.58013916015625,177.36229705810547
85,373,26,415.28282165527344,178.0094337463379
86,373,21,414.7489585876465,177.35693740844727
87,373,21,415.18448638916016,177.92759704589844
88,376,25,415.2760543823242,177.19493865966797
89,376,25,415.3056411743164,177.75539779663086
90,277,244,394,488
91,277,244,394,488
92,377,22,415.6050796508789,179.62622833251953
93,376,21,415.29100799560547,177.42108154296875
94,375,22,415.03971099853516,178.13756942749023
95,376,23,415.0935249328613,177.21653366088867
96,301,289,396,480
97,301,289,396,480
98,372,20,414.9046630859375,177.5946273803711
99,372,20,415.5010681152344,177.6637191772461
100,370,22,415.2027893066406,177.9418487548828
101,370,22,414.9170837402344,178.20985412597656
102,371,20,415.5246887207031,178.19481658935547
103,370,22,414.48280334472656,177.3281707763672
104,371,22,415.0147399902344,177.93064498901367
105,370,22,414.9432182312012,177.21431350708008
106,371,24,414.80013275146484,178.13768768310547
107,412,40,496,199
108,412,40,496,199
109,374,23,414.92884063720703,177.5657501220703
110,374,23,414.17630767822266,177.31668090820312
111,377,23,414.7425765991211,178.21474075317383
112,377,23,414.76620864868164,177.73604202270508
113,350.97552490234375,53.20169448852539,414.11105728149414,177.58811569213867
114,351.29071044921875,52.81551742553711,414.42624282836914,177.2019386291504
115,351.0234680175781,51.25341796875,415.4217071533203,178.1275634765625
116,351.95458984375,53.437828063964844,415.0901184082031,177.8242416381836
117,351.7149658203125,53.55414581298828,414.8504943847656,177.94055938720703
118,351.475341796875,53.669921875,414.6108703613281,178.05633544921875
119,351.58135986328125,55.048553466796875,413.4789352416992,176.9960174560547
120,351.3892822265625,53.401668548583984,414.52480697631836,177.7880744934082
121,351.6319580078125,53.2608757019043,414.76748275756836,177.64728164672852
122,351.0194091796875,53.33940505981445,414.15493392944336,177.72581100463867
123,351.0412292480469,53.30094528198242,414.17675399780273,177.68735122680664
124,350.9804382324219,53.43953323364258,414.11596298217773,177.8259391784668
125,350.779296875,53.62160110473633,413.91482162475586,178.00800704956055
126,350.35260009765625,53.8128776550293,413.4881248474121,178.19928359985352
127,350.7944030761719,53.251956939697266,413.92992782592773,177.63836288452148
128,350.8431701660156,54.77227020263672,412.7407417297363,176.71971893310547
129,351.20599365234375,55.22112274169922,413.10356521606445,177.16857147216797
130,350.8875427246094,55.038665771484375,412.7851142883301,176.98611450195312
131,351.28314208984375,54.74358367919922,413.18071365356445,176.69103240966797
132,350.26434326171875,54.088775634765625,413.39986419677734,178.4751739501953
133,350.5350646972656,53.51994323730469,413.6705856323242,177.90634155273438
134,349.8776550292969,53.924400329589844,413.01317596435547,178.31079864501953
135,350.75555419921875,54.56706619262695,412.6531219482422,176.51450729370117
136,351.02923583984375,54.95685958862305,412.9268035888672,176.90430068969727
137,350.6563415527344,54.12252426147461,413.79185485839844,178.50891494750977
138,350.7556457519531,54.92888641357422,412.6532096862793,176.8763198852539
139,435,17,496,164
140,435,17,496,164
141,350.44268798828125,54.14073944091797,413.57819747924805,178.5271224975586
142,350.5612487792969,54.94411849975586,412.4588088989258,176.89154434204102
143,350.2081298828125,54.18857955932617,413.34363555908203,178.57495498657227
144,350.4848327636719,53.63809585571289,413.6203384399414,178.02447128295898
145,349.8431396484375,53.936405181884766,412.97864532470703,178.32278060913086
146,350.7648620605469,54.5943603515625,412.6624183654785,176.54177856445312
147,350.3914794921875,53.8272705078125,413.52698135375977,178.21363830566406
148,350.6681823730469,53.25384521484375,413.80368423461914,177.6402130126953
149,350.6622314453125,54.75978469848633,412.5597839355469,176.70719528198242
150,350.2765808105469,53.96621322631836,413.4120788574219,178.3525733947754
151,350.55584716796875,53.37521743774414,413.69134521484375,177.76157760620117
152,350.5433044433594,54.88232421875,412.4408493041992,176.82972717285156
153,350.1885681152344,54.084632873535156,413.3240623474121,178.47098541259766
154,482,9,533,155
155,485,8,531,158
156,351.02471923828125,54.71035385131836,412.9222602844238,176.6577491760254
157,488,4,541,155
158,488,3,543,156
159,492,2,539,153
160,305,264,391,476
161,305,264,391,476
162,350.6341552734375,53.88029479980469,413.76964569091797,178.26663208007812
163,350.7007141113281,54.71491241455078,412.59825134277344,176.66230010986328
164,350.31805419921875,53.87813949584961,413.45354080200195,178.26446914672852
165,350.53875732421875,53.28726577758789,413.67424392700195,177.6735954284668
166,350.5122375488281,54.80459213256836,412.4097709655762,176.75197219848633
167,350.1741943359375,53.998809814453125,413.30967712402344,178.3851318359375
168,350.9915466308594,54.64842987060547,412.88907623291016,176.5958023071289
169,350.6066589355469,53.802486419677734,413.74213790893555,178.18880081176758
170,349.97027587890625,54.1258659362793,413.1057548522949,178.51218032836914
171,350.7306213378906,54.710121154785156,412.6281509399414,176.6574935913086
172,350.3524169921875,53.81977462768555,413.4878959655762,178.2060890197754
173,350.4497985839844,53.1998405456543,413.58527755737305,177.58615493774414
174,350.3677062988281,54.71809387207031,412.2652359008789,176.66546630859375
175,350.04815673828125,53.83517074584961,413.1836357116699,178.22148513793945
176,350.82696533203125,54.363792419433594,412.72449493408203,176.31116485595703
177,350.4736633300781,53.4687385559082,413.6091423034668,177.85505294799805
178,350.429931640625,54.934837341308594,412.3274612426758,176.88220977783203
179,350.0653381347656,54.02151870727539,413.2008171081543,178.40783309936523
