frame,left,top,right,bottom
24,176,73,221,217
25,176,74,220,216
26,177,75,220.86073303222656,216.93328857421875
27,177,78,219,216
28,175,75,221,221
29,175,75,221,221
30,177,78,220.64907836914062,217.45245361328125
31,163,243,200,305
32,163,243,200,305
33,163,243,200,305
34,162,243,200,305
35,162,243,201,304
36,177,85,219,212
37,176,79,220,217
38,176,79,220,216
39,176,80,219,217
40,176,81,219,215
41,175,74,220,219
42,176,78,219,217
43,176,79,220,219
44,176,79,220,217
45,175,74,221,217
46,175,74,221,222
47,176,78,220,217
48,176,79,220,217
49,174,76,220,216
50,174,76,220,216
51,175,79,220,216
52,174,76,221,220
53,175,77,221,219
54,174,75,221,220
55,176,78,221,218
56,174,73,221,222
57,174,73,222,221
58,174,69,222,222
59,174,69,222,222
60,175,73,222,220
61,175,73,222,221
62,175,77,222,220
63,175,76,221,218
64,174,74,222,220
65,174,76,222,220
66,174,77,221,217
67,174,79,221,220
68,173,72,221,218
69,174,80,221,218
70,174,81,221,218
71,175,77,221,217
72,174,82,221,218
73,174,67,222,220
74,175,78,221,216
75,175,78,221,219
76,175,81,221,216
77,175,81,221,217
78,176,81,221,217
79,175,81,221,217
80,175,81,221,217
81,175,81,221,217
82,174,81,221,218
83,174,80,220,215
84,174,78,220,218
85,172,76,222,218
86,172,74,222,218
87,174,81,221,219
88,174,69,222,221
89,172,73,223,218
90,173,77,222,219
91,172,74,223,219
92,173,74,222,221
93,173,78,222,218
94,173,80,222,219
95,173,80,222,219
96,174,81,221,221
97,174,81,220,215
98,174,82,220,215
99,174,81,222,219
