frame,left,top,right,bottom
13,196,394,307,571
14,189,396,304.86753845214844,575.9765319824219
15,188,382,298.5412139892578,575.8529968261719
16,184,389,295.3611526489258,578.4055786132812
17,179,384,289.8600540161133,580.1192169189453
18,174,370,283.1054916381836,575.7475891113281
19,167,374,278.12557220458984,577.5526733398438
20,164,370,274.25655364990234,580.1165466308594
21,144.0953369140625,380.0550842285156,269.09932708740234,579.3857727050781
22,140.66058349609375,384.87591552734375,263.21350860595703,580.2981567382812
23,142,358,259.2817611694336,575.8649597167969
24,140,354,254.32425689697266,576.7778930664062
25,103,331,250.38648223876953,577.8487243652344
26,101,331,248.17436981201172,570.9413452148438
27,104,330,244.81578826904297,569.7057495117188
28,116.06864929199219,376.13201904296875,236.21858978271484,567.7224731445312
29,115.11083984375,380.92559814453125,230.59521484375,565.0763549804688
30,91,332,228.1808090209961,564.0732727050781
31,103.56114196777344,370.4235534667969,228.56513214111328,569.7542419433594
32,93,326,226.1356201171875,575.1815338134766
33,94,327,222.00881958007812,575.5423736572266
34,92,326,219.66673278808594,576.5046234130859
35,86,324,217.67670440673828,581.0657043457031
36,86,318,207.71482849121094,575.6951599121094
37,66.86265563964844,354.5914306640625,207.6374053955078,579.0700988769531
38,64.80494689941406,353.56768798828125,208.3951873779297,582.5359191894531
39,61.66444396972656,353.9168701171875,205.2546844482422,582.8851013183594
40,67,333,201.99359130859375,580.7276916503906
41,53.34637451171875,347.2569274902344,199.8084259033203,580.8045196533203
42,66,333,195.72361755371094,581.3867645263672
43,55,363,191.28759765625,581.3205261230469
44,51,347,185.5543212890625,576.1857604980469
45,44,339,181.24683380126953,576.1769714355469
46,196,361,300,540
47,195,361,301,539
48,28.308578491210938,344.2390441894531,169.0833282470703,568.7176818847656
49,15.5711669921875,334.4892272949219,156.34591674804688,558.9678649902344
50,16.62340545654297,333.8811950683594,157.39815521240234,558.3598327636719
51,22,331,157.1227264404297,559.4515075683594
52,11.274459838867188,331.3387451171875,154.86468505859375,560.3069458007812
53,17,326,153.90068817138672,560.6188659667969
54,11,323,153.0672378540039,559.6399230957031
55,7,326,150.60904693603516,557.3738098144531
56,8,318,149.00371551513672,558.6127014160156
57,7,318,149.37985229492188,558.6087646484375
58,8,320,148.8244857788086,557.9368896484375
59,6,319,146.53528594970703,555.4422607421875
60,7,319,146.81793212890625,555.3194885253906
61,-6.741912841796875,309.88812255859375,145.63717651367188,552.8710021972656
62,-9.644233703613281,309.514892578125,142.73485565185547,552.4977722167969
63,-11.093589782714844,305.7310791015625,141.2854995727539,548.7139587402344
64,-13.267051696777344,304.5352783203125,139.1120376586914,547.5181579589844
65,-14.010116577148438,299.852294921875,138.3689727783203,542.8351745605469
66,-15.84927749633789,299.10406494140625,136.52981185913086,542.0869445800781
67,-19.510417938232422,296.7351989746094,135.9162483215332,544.5777282714844
68,-21.02911376953125,295.6986083984375,134.39755249023438,543.5411376953125
69,-21.89643096923828,293.90643310546875,133.53023529052734,541.7489624023438
70,-23.638896942138672,291.8543395996094,131.78776931762695,539.6968688964844
71,-26.306385040283203,289.15325927734375,129.12028121948242,536.9957885742188
72,-26.4315185546875,288.8265686035156,128.99514770507812,536.6690979003906
73,-27.569042205810547,287.2264709472656,127.85762405395508,535.0690002441406
74,-27.36682891845703,285.61065673828125,125.01226043701172,528.5935363769531
