frame,left,top,right,bottom
24,364,221,434,391
25,364,217,435,391
26,368,215,434,391
27,367,212,436,388
28,368,211,436,388
29,367,209,438,384
30,373,204,440,377
31,373,203,440,377
32,373,201,441,375
33,377,193,442,367
34,379,190,443,355
35,376,187,445,350
36,379,189,444,349
37,381,186,445,348
38,379,183,443,341
39,381,178,446,349
40,381,178,446,349
41,381,178,449,343
42,383,174,446,346
43,383,171,446,342
44,383,170,447,334
45,382,166,447,326
46,384,163,449,321
47,385,160,450,316
48,387,160,450,315
49,386,158,450,316
50,385,145,450,314
51,389,150,452,313
52,389,148,453,310
53,389,147,454,306
54,390,147,453,307
55,392,146,453,305
56,396,143,454,297
57,397,138,456,290
58,398,137,458,285
59,399,134,459,278
60,402,128,458,280
61,401,127,459,275
62,402,127,460,274
63,402,127,460,274
64,402,125,462,279
65,399.12127685546875,117.9057846069336,466.40309143066406,281.30448150634766
66,405,124,463,277
67,401.1596374511719,113.0111312866211,467.12220001220703,273.20594024658203
68,406,111,458,272
69,405,117,459,262
