frame,left,top,right,bottom
1,508,122,560,293
2,496,123,554,303
3,481,132,553,305
4,471,137,555,316
5,470,139,553,316
6,469,138,554,317
7,466,138,552,316
8,466,138,552,316
9,464,73,522.4641036987305,315.28822326660156
10,463,136,522,319
11,460,133,510,318
12,455,140,504,314
13,447,147,499,318
14,447,151,497,320
15,439,154,496,326
16,439,154,496,326
17,423,157,495,328
18,423,157,495,328
19,419,163,482.10064697265625,332.3922119140625
20,405,168,496,339
21,407,168,495,337
22,405,170,496,343
23,403,172,494,345
24,394,173,460,344
25,392,175,462,344
26,392,175,462,344
27,385,179,457,347
28,385,179,457,347
29,377,181,435,354
30,634,61,701,257
31,369.163818359375,183.546630859375,422.20381927490234,357.9666290283203
32,336,101,421.4728012084961,371.84515380859375
33,351.1654357910156,189.54470825195312,410.89707946777344,385.9699249267578
34,344.40301513671875,194.06320190429688,402.9634475708008,386.6369323730469
35,345.4149169921875,193.38821411132812,403.97534942626953,385.9619445800781
36,335.8459167480469,199.15878295898438,395.57755279541016,395.58396911621094
37,334.8304748535156,197.6103515625,395.7567443847656,397.9640350341797
38,326.9618835449219,198.481201171875,387.8881530761719,398.8348846435547
39,317,135,394,383
40,285,135,379.5244140625,404.68629455566406
41,306.17657470703125,204.3839111328125,369.56425857543945,412.8318634033203
42,312,222,363.82561111450195,413.4855499267578
43,585,277,653,393
44,584,274,653,392
45,584,274,653,392
46,587,271,653,395
47,271,252,364,397
48,266,245,366,402
49,262,254,364,403
50,262,252,365,407
51,258,249,314.37691497802734,440.4569549560547
52,255,250,358,406
53,255,250,358,406
54,251,249,348,400
55,251,249,348,400
56,238,247,319,408
57,587,275,654,396
58,198,243,290,418
59,184,244,287,419
60,582,277,652,398
61,583,277,653,396
62,583,277,653,396
63,580,276,654,392
64,580,276,654,392
65,202,281,286,429
66,178.45872497558594,262.37774658203125,243.1141586303711,474.9946594238281
67,170.7041015625,260.68548583984375,235.35953521728516,473.3023986816406
68,159.02972412109375,266.9656982421875,223.6851577758789,479.5826110839844
69,149.92579650878906,261.5269470214844,217.19330596923828,482.7335662841797
70,146.85531616210938,269.8548278808594,214.1228256225586,491.0614471435547
71,581,277,655,393
72,135.0876922607422,276.2837829589844,199.7431182861328,488.9006805419922
73,133.29791259765625,268.52496337890625,199.24644470214844,485.39418029785156
74,126.41840362548828,267.8515319824219,193.68590545654297,489.05812072753906
75,126.9620132446289,274.63629150390625,192.9105453491211,491.5054931640625
76,116.47735595703125,273.8984375,183.7448501586914,495.1050109863281
77,120,297,219,447
78,105.26744079589844,284.24169921875,172.5349349975586,505.4482727050781
79,94.37512969970703,288.7795715332031,160.32366180419922,505.6487731933594
