frame,left,top,right,bottom
30,411,428,485,572
31,411,426,484.5413818359375,568.8777770996094
32,411,426,485.59303283691406,570.6485900878906
33,0,322,160,573
34,0,322,160,573
35,0,303,148,567
36,0,303,148,567
37,407,415,479,567
38,404.1668395996094,406.5475769042969,479.64683532714844,553.4275817871094
39,403.424072265625,403.79132080078125,480.4136657714844,553.6089019775391
40,402.1738586425781,396.61395263671875,480.70323944091797,549.4278869628906
41,401.9784240722656,393.92144775390625,480.50780487060547,546.7353820800781
42,401.86260986328125,394.310302734375,480.3919906616211,547.1242370605469
43,408,395,476,563
44,408,395,476,563
45,407,389,479,565
46,407,389,479,565
47,407,385,480,563
48,408,382,478,564
49,409,379,470,561
50,406,372,484,564
51,412,369,481,565
52,412,369,481,565
53,409.42962646484375,364.7701721191406,486.4192199707031,514.5877532958984
54,409.7588806152344,364.6925048828125,485.2388687133789,511.5724792480469
55,410.0935974121094,356.72760009765625,484.09358978271484,500.7275848388672
56,408,354,482,539
57,408,354,482,539
58,411,344,484,530
59,249,173,313,318
60,233,170,323,343
61,409,331,477,506
62,409,331,477,506
63,409,327,480,487
64,409,327,480,487
65,408,324,488,500
66,408,324,488,500
67,409,318,482,491
68,408,319,484,501
69,408,316,484,503
70,407,313,487,500
71,402,306,486,500
72,402,306,486,500
73,401,303,486,495
74,401,303,486,495
75,398,295,480,490
76,396,295,479,480
77,397,292,478,479
78,397,289,478,469
79,393,288,472,465
80,394,285,472,457
81,394,285,472,457
82,396,283,470,458
83,396,283,470,458
84,397,284,479,456
85,397,284,479,456
86,5,324,214,569
87,1,317,201,564
88,395.89013671875,267.9024658203125,472.87972259521484,417.72003173828125
89,0,306,196,560
