frame,left,top,right,bottom
24,260,15,314,142
25,262,13,301,125
26,262,10,299,125
27,262,10,299,125
28,260,9,299,124
29,260,9,299,124
30,254,9,296,126
31,197,33,247,141
32,192,24,247,143
33,187,28,249,138
34,530,167,598,330
35,184,27,252,143
36,519,165,590,322
37,185,21,246,135
38,185,21,246,135
39,246,214,319,357
40,246,214,319,357
41,251,210,320,336
42,244,212,318,361
43,250,213,319,345
44,212,3,258,112
45,174,6,232,124
46,169,4,245,125
47,169,4,245,125
48,176,3,244,119
49,176,3,244,119
50,164,0,236,126
51,160,5,227,127
52,158,7,235,121
53,442,142,508,287
54,434,149,501,292
55,434,149,501,292
56,424,148,498,292
57,424,148,498,292
58,143,3,199,101
59,143,3,199,101
60,409,151,479,295
61,409,151,479,295
62,204,286,304,386
63,406,123,466,270
64,407,116,460,266
65,402,113,456,267
66,0,177,110,352
67,97,390,245,571
68,379,106,448,259
69,379,106,448,259
70,359,103,442,255
71,359,103,442,255
72,238,95,297,222
73,234.90594482421875,8.633056640625,288.90594482421875,135.633056640625
74,357,102,433,256
75,361,96,422,247
76,356,106,421,248
77,346,96,407,240
78,341,93,401,236
79,341,93,401,236
80,339,89,391,240
81,339,89,391,240
82,328,86,386,240
83,328,86,386,240
84,318,85,380,240
85,318,85,380,240
86,317,87,379,237
87,320,85,373,230
88,314,81,371,233
89,313,72,364,230
90,429,149,535,293
91,429,149,535,293
92,204,280,298,406
93,204,280,298,406
94,292,69,344,225
95,292,69,344,225
96,470,145,510,279
97,458,142,508,281
98,441,143,506,278
99,431,137,502,281
