frame,left,top,right,bottom
24,94,48,149,182
25,94,48,148.40696716308594,180.55582427978516
26,94,44,145.89443969726562,179.95496368408203
27,94,44,145.0862808227539,179.69890594482422
28,87.49140930175781,43.652076721191406,142.4914093017578,177.6520767211914
29,86,45,141.19591522216797,176.85986328125
30,84.37274932861328,41.72209167480469,139.37274932861328,175.7220916748047
31,85,41,137.68470764160156,173.51234436035156
32,330,5,375,139
33,332,5,377,141
34,333,4,385,139
35,333,4,385,139
36,336,23,380,136
37,336,23,380,136
38,341,17,402,148
39,341,17,402,148
40,345,10,403,119
41,74,23,122.62284088134766,161.36811065673828
42,353,12,407,97
43,409,99,468,263
44,409,98,466,279
45,69,24,118.8111686706543,156.46663665771484
46,410,99,464,270
47,410,99,464,287
48,410,99,464,287
49,410,98,463,271
50,410,98,463,271
51,409,101,467,263
52,409,98,474,286
53,405,94,473,282
54,585,83,639,216
55,391,37,438,152
56,391,37,438,152
57,395,40,436,162
58,395,40,436,162
59,398,41,443,162
60,398,41,443,162
61,398,41,443,162
62,408,98,463,187
63,408,98,463,187
64,45,0,103.52065658569336,132.89846801757812
65,404,70,462,257
66,405,74,459,276
67,37,1,95.66304016113281,124.28575897216797
68,478,239,549,414
69,478,239,549,414
70,33,0,93.41343307495117,122.380859375
71,33,0,95.16296005249023,126.34144973754883
72,470,241,538,416
73,29,0,92.20431327819824,124.70399856567383
74,30,0,91.47990608215332,124.1694450378418
75,29.21959114074707,-23.723342895507812,88.75334739685059,121.32254028320312
76,441,75,499,211
77,27.843969345092773,-23.259742736816406,86.21039772033691,118.94210052490234
78,25.336408615112305,-21.510082244873047,80.33639717102051,112.48988723754883
79,25.789674758911133,-21.367252349853516,79.71123313903809,110.00527572631836
80,27,3,79.53876686096191,110.39185333251953
81,27,3,80.22746086120605,114.09799575805664
82,25,6,79.07723426818848,111.5087776184082
83,25,6,79.49703788757324,112.02227020263672
84,396,215,510,463
85,17.9232120513916,-33.44462585449219,74.02319145202637,103.23532104492188
86,16.80915641784668,-35.75896453857422,72.90913581848145,100.92098236083984
87,15.99067497253418,-36.02958679199219,70.99065589904785,97.97036743164062
88,408,96,465,270
89,408,96,465,270
90,10.703855514526367,-38.19609832763672,64.62540626525879,93.17639923095703
91,11.369874954223633,-38.117271423339844,65.29142570495605,93.2552261352539
92,11.283811569213867,-38.32604217529297,65.20536231994629,93.04645538330078
93,42,1,86,88
94,47,2,84,87
95,6.475650787353516,-39.104248046875,57.287132263183594,84.69099426269531
96,42,2,82,85
97,2.987894058227539,-39.44988250732422,52.80307197570801,81.91799926757812
98,3.6257877349853516,-39.2386589050293,52.46419334411621,79.74946212768555
99,4.194009780883789,-36.385963439941406,50.215532302856445,75.73920440673828
100,391,230,461,427
101,391,230,461,427
102,51,2,107,84
103,368,109,459,319
104,407,99,459,196
105,-3.8147239685058594,-41.530765533447266,41.30441665649414,68.39587020874023
106,19,2,69,71
107,19,2,69,71
108,-4.671308517456055,-42.399444580078125,39.56314277648926,65.37176513671875
109,-5.713138580322266,-44.04419708251953,39.406002044677734,65.88243865966797
