frame,left,top,right,bottom
34,336,173,390.48339462280273,311.21875
35,339,175,384.9013023376465,312.3365478515625
36,326,177,388,316
37,327,176,382,318
38,326,182,381,320
39,314,182,367.2217674255371,321.7776184082031
40,301,190,358.8053398132324,326.4578094482422
41,296,191,352.5415802001953,327.8105010986328
42,295,195,346.8883514404297,331.01319885253906
43,288,198,341.7953987121582,332.05987548828125
44,288,198,341.5349311828613,332.2486572265625
45,287,202,335.97752380371094,333.50633239746094
46,280,202,331.73951721191406,334.98350524902344
47,279,204,326.7041778564453,335.80552673339844
48,275,207,323.2405242919922,337.85841369628906
49,269,208,319.99388122558594,340.9201202392578
50,263,212,324,326
51,257,213,311.5311470031738,348.94261169433594
52,255,216,305.5456657409668,348.7302017211914
53,255,216,317,354
54,253,216,303.70982360839844,356.16344451904297
55,244,228,319,387
56,240,231,317,390
57,237,233,284.4840850830078,369.7228317260742
58,234,239,278.4380912780762,371.02127838134766
59,225,239,275.89073181152344,375.45858001708984
60,228,248,270.2971305847168,377.1309585571289
61,215,247,264.0637664794922,380.18856048583984
62,210,247,259.2832489013672,382.00260162353516
63,207,250,254.6916046142578,383.48502349853516
64,206,249,254.37013244628906,384.49320220947266
65,198,258,247.22314834594727,392.1391830444336
66,190,259,240.71979141235352,394.00536346435547
67,186,262,237.50416946411133,399.6481246948242
68,170,267,231.87925720214844,403.25624084472656
69,153,268,229.3537254333496,410.1975402832031
70,155,271,222.57987594604492,411.8106994628906
71,159,271,222.9183006286621,411.9091796875
72,165.2939453125,282.5119934082031,216.10543823242188,412.77418518066406
73,157,275,212.18862915039062,414.8066864013672
74,151.12838745117188,289.3616943359375,202.95611190795898,422.2291259765625
75,144.2209014892578,290.1662292480469,196.04862594604492,423.0336608886719
76,138.5588836669922,290.9627685546875,190.3866081237793,423.8302001953125
77,134.69300842285156,294.3623962402344,185.50450134277344,424.6245880126953
78,129,178,209,423
