frame,left,top,right,bottom
31,163,243,200,305
32,163.49957275390625,243.09552001953125,200.49957275390625,305.09552001953125
33,163,243,200,305
34,162,243,200,305
35,162,243,201,304
36,177,85,219,212
37,176,79,220,217
38,176,79,220,216
39,176,80,219,217
40,471,28,511,149
41,473,27,512,149
42,176,78,219,217
43,176,79,220,219
44,176,79,220,217
45,175,74,221,217
46,175,74,221,222
47,511,75,566,212
48,176,79,220,217
49,473,32,526,155
50,473,33,526,155
51,175,79,220,216
52,474,30,532,159
53,473,36,533,159
54,474,37,533,158
55,176,78,221,218
56,174,73,221,222
57,478,36,537,160
58,174,69,222,222
59,174,69,222,222
60,175,73,222,220
