frame,left,top,right,bottom
24,333,207,390,338
25,333,207,390,338
26,113,32,148,141
27,105,25,149,139
28,104,26,147,139
29,105,27,144,138
30,307,193,379,328
31,514,322,590,452
32,201,283,304,387
33,201,283,304,387
34,201,281,304,388
35,201,281,304,388
36,200,282,306,387
37,200,282,306,387
38,275,176,341,306
39,272,172,338,304
40,257,159,337,304
41,452,287,535,439
42,452,287,535,439
43,453,283,529,422
44,453,283,529,422
45,451,281,524,419
46,451,274,518,408
47,449,272,513,410
48,445,269,513,412
49,241,132,302,273
50,239,140,288,273
51,453,346,535,477
52,453,346,535,477
53,419,255,493,392
54,419,255,493,392
55,404,267,487,374
56,233,136,289,268
57,403,242,475,368
58,218,125,282,265
59,396,243,463,368
60,393,234,459,368
61,391,243,459,360
62,391,243,459,360
63,204,125,271,261
64,376,222,445,348
65,373,222,442,340
66,195,121,255,241
67,193,122,245,243
68,188,122,247,242
69,187,117,246,244
70,179,114,242,241
71,179,114,242,241
72,178,113,238,242
73,178,113,238,242
74,174,99,236,239
75,172,97,234,231
76,169,99,228,222
77,168,100,226,219
78,167,96,224,218
79,202,288,298,386
