frame,left,top,right,bottom
24,409,30,458,166
25,410,25,457.0260925292969,165.0119857788086
26,407,27,455.1731071472168,164.05160522460938
27,409,28,454.6674003601074,164.42577362060547
28,391,5,432,79
29,392,6,428,78
30,408,44,452.31200790405273,164.4442901611328
31,408,44,452.11281967163086,164.3388214111328
32,405.2406311035156,40.041786193847656,449.6214408874512,163.22118377685547
33,404.33056640625,41.27382278442383,449.59899520874023,166.91680526733398
34,404.48968505859375,44.20598602294922,448.8704948425293,167.38538360595703
35,403.463134765625,46.16843032836914,448.73156356811523,171.8114128112793
36,401.8819580078125,48.16688919067383,447.15038681030273,173.80987167358398
37,404,19,447.3070983886719,176.57374572753906
38,405,6,445.55663681030273,176.01787185668945
39,404,31,445.58454513549805,175.41799926757812
40,403,35,444.40444564819336,179.23337173461914
41,399.0270080566406,53.90278244018555,444.29543685913086,179.5457649230957
42,412,405,501,575
43,412,411,501,575
44,411,414,502,574
45,412,418,503,574
46,411,429,503,575
47,410,431,503,573
48,411,436,504,576
49,409,440,505,574
50,408,454,504,575
51,407,459,503,575
52,409,466,502,575
53,403,472,500,575
54,403,472,500,575
55,402,478,499,575
56,383.3846130371094,75.74945068359375,428.6530418395996,201.3924331665039
57,399,489,494,574
58,398,498,494,575
59,379.19207763671875,84.0278549194336,425.3658752441406,212.1836929321289
60,381,87,424.6297302246094,215.51119232177734
61,382,84,424.0622253417969,216.6640396118164
62,377.6614990234375,91.9169692993164,423.8352966308594,220.07280731201172
63,378.29022216796875,93.34434509277344,423.558650970459,218.9873275756836
64,378.5799560546875,93.99751281738281,423.84838485717773,219.64049530029297
65,376.6421813964844,93.7599868774414,423.73945236206055,224.47893524169922
66,377,94,423.0255699157715,223.55878448486328
67,377,97,423.3969078063965,224.5002670288086
68,375.7653503417969,96.7191390991211,422.86262130737305,227.4380874633789
69,376,97,422.0355796813965,226.57299041748047
