frame,left,top,right,bottom
24,442,71,484,240
25,443,62,494,245
26,171,27,207,98
27,171,29,208,96
28,172,28,208,93
29,172,25,207,93
30,447,124,489,256
31,447,123,489,256
32,172,28,209,93
33,171,25,208,93
34,172,28,211,95
35,455.42718505859375,93.40677642822266,498.26718521118164,265.7867660522461
36,394,163,442,294
37,452,141,495,274
38,452,141,495,278
39,474,84,511,180
40,449,88,496,277
41,452,117,501.45140838623047,289.1913833618164
42,436,73,475,211
43,454,153,500,286
44,389,183,437,316
45,389,181,439,317
46,388,185,440,325
47,389,185,441,329
48,392,189,442,326
49,77,150,129,328
50,464.97021484375,128.85781860351562,508.6670112609863,304.68540954589844
51,457,139,509.8472785949707,309.2510223388672
52,390,106,437,321
53,466.8295593261719,138.87664794921875,511.4002914428711,318.2207794189453
54,466.7030029296875,138.56732177734375,513.0743865966797,325.1569366455078
55,427,82,474,284
56,469.182373046875,146.85585021972656,513.7530975341797,326.19996643066406
57,469.3609924316406,149.08778381347656,512.200984954834,321.46775817871094
58,460,191,510,332
59,459,189,508,329
60,471.81280517578125,157.7037353515625,512.9892730712891,323.38999938964844
61,177,201,240,313
62,175,201,241,316
63,459,193,509,363
64,459,195,510,366
65,459,207,510,361
66,457,212,507.81455993652344,346.27268981933594
67,457,215,509,367
68,456,222,507,364
69,454,221,507,371
70,452,222,507,387
71,451,224,507,387
72,451,226,507,388
73,450,229,506,378
74,428,98,470,220
75,181,22,209,95
76,444,242,502.10975646972656,379.8868865966797
77,380,266,441,410
78,381,266,441,410
79,443,251,501.6288299560547,389.0756072998047
