frame,left,top,right,bottom
1,257,103,304,237
2,259,104,305.45513916015625,237.2506866455078
3,262,104,307.6301574707031,238.5011444091797
4,264,106,309,238
5,265,106,310.3822021484375,240.3588104248047
6,266,107,310.7568054199219,240.3451690673828
7,266,106,311.02505111694336,236.96625518798828
8,266,106,311.68228912353516,237.51236724853516
9,268,111,311.94039154052734,235.79358673095703
10,270.63519287109375,113.34602355957031,314.9243469238281,239.6172332763672
11,275.46246337890625,117.3648681640625,319.7516174316406,243.63607788085938
12,277.58123779296875,121.01608276367188,320.1505928039551,242.384033203125
13,278,116,330,258
14,276,121,327,258
15,275,124,328.49589920043945,248.5446014404297
16,277,125,334,262
17,289.81329345703125,130.8820343017578,332.3826484680176,252.24998474121094
18,291.4826965332031,128.74569702148438,336.65763092041016,257.5423126220703
19,292.450927734375,129.07916259765625,338.52935791015625,260.4517059326172
20,294.9432678222656,130.41607666015625,341.9432678222656,264.41607666015625
21,297.9436950683594,132.72491455078125,344.9436950683594,266.72491455078125
22,299.39678955078125,134.86248779296875,346.39678955078125,268.86248779296875
23,302.6407470703125,138.42788696289062,348.71917724609375,269.80043029785156
24,302.115478515625,138.33224487304688,348.19390869140625,269.7047882080078
25,303.6240539550781,140.165771484375,349.7024841308594,271.53831481933594
26,306.6693420410156,144.59576416015625,352.7477722167969,275.9683074951172
27,307.71697998046875,145.3143768310547,354.71697998046875,279.3143768310547
28,309.3159484863281,148.8679962158203,356.3159484863281,282.8679962158203
29,312.9094543457031,151.64111328125,358.9878845214844,283.01365661621094
30,316.1038818359375,153.29769897460938,361.27881240844727,282.0943145751953
31,317.1262512207031,154.722900390625,362.3011817932129,283.51951599121094
32,316.8744201660156,154.34561157226562,362.0493507385254,283.14222717285156
33,321.8323669433594,157.44921875,367.00729751586914,286.24583435058594
34,321.9985656738281,157.56201171875,367.1734962463379,286.35862731933594
35,325.75384521484375,158.65890502929688,371.832275390625,290.0314483642578
36,328.31005859375,159.80783081054688,375.31005477905273,293.8078155517578
37,328.9646911621094,160.68707275390625,376.9046859741211,297.36705017089844
38,331.366455078125,162.80691528320312,378.36645126342773,296.80690002441406
39,334.9183654785156,168.37306213378906,380.9967918395996,299.74559020996094
40,337.17071533203125,169.81167602539062,383.24914169311523,301.1842041015625
41,337.91143798828125,172.42578125,383.98986434936523,303.7983093261719
42,342.03277587890625,174.4051513671875,388.11120223999023,305.7776794433594
43,347.3402099609375,178.52915954589844,393.4186363220215,309.9016876220703
44,350.2281799316406,178.94090270996094,396.3066062927246,310.3134307861328
45,352.85638427734375,181.16006469726562,398.93481063842773,312.5325927734375
46,356.2895202636719,181.3546142578125,403.2895164489746,315.35459899902344
47,358.0931701660156,182.3897705078125,405.09316635131836,316.38975524902344
48,360.50408935546875,183.99267578125,407.5040855407715,317.99266052246094
49,359.333740234375,183.553955078125,407.2737350463867,320.2339324951172
50,361.352783203125,185.74493408203125,408.35277938842773,319.7449188232422
51,364.322998046875,187.5135498046875,412.2629928588867,324.1935272216797
52,365.083984375,189.0726318359375,413.0239791870117,325.7526092529297
53,366.94482421875,191.11383056640625,414.8848190307617,327.79380798339844
54,369.9891052246094,193.65737915039062,418.8878936767578,333.0709533691406
55,371.9958190917969,198.6428680419922,418.99581146240234,332.64283752441406
56,375.241943359375,200.90870666503906,423.1819305419922,337.5886688232422
57,376.89801025390625,203.5944061279297,423.89799880981445,337.59437561035156
58,377.3160095214844,204.4472198486328,424.3159980773926,338.4471893310547
59,383.1957092285156,207.52354431152344,431.1356964111328,344.20350646972656
60,384.5152893066406,208.9490203857422,432.4552764892578,345.6289825439453
61,388.40313720703125,211.4045867919922,435.40312576293945,345.40455627441406
62,393.4849853515625,214.21707153320312,439.56340408325195,345.58958435058594
63,298,544,346,575
64,398.6547546386719,217.34593200683594,445.6547431945801,351.3459014892578
65,308,539,358,574
66,317,540,364,574
67,317,540,364,574
68,327,538,378,574
69,332,538,385,574
70,340,537,392,574
71,345,536,398,574
72,349,534,406,574
73,430.10784912109375,240.42015075683594,477.10783767700195,374.4201202392578
74,435.9007568359375,242.26657104492188,481.97917556762695,373.6390838623047
75,373,528,425,575
76,373,528,425,575
77,388,526,439,574
78,395,524,446,575
79,400,524,452,575
